"Country","Date Month","Client","Uniques","Time Watched Minutes","Avg Min per Unique","Sessions"
"Bahrain","Dec-2024","Canela",24,272.5,11.354166666666666,55
"Bahrain","Jan-2025","Canela",30,195.60000000000002,6.52,76
"Bahrain","Nov-2024","Canela",30,23.73333333333333,0.7911111111111111,53
"Bahrain","Oct-2024","Canela",31,35.78333333333334,1.1543010752688172,46
"Bahrain","Sep-2024","Canela",26,65.31666666666666,2.512179487179487,37
"Bangladesh","Aug-2024","Canela",287,309.1000000000002,1.0770034843205576,452
"Bangladesh","Dec-2024","Canela",506,68420.11666666683,135.21762187088274,1617
"Bangladesh","Jan-2025","Canela",428,35575.26666666665,83.11978193146419,980
"Bangladesh","Nov-2024","Canela",522,20876.69999999999,39.99367816091954,1239
"Bangladesh","Oct-2024","Canela",629,19328.516666666565,30.728961314255432,1977
"Bangladesh","Sep-2024","Canela",459,13537.68333333332,29.49386347131445,2324
"Barbados","Aug-2024","Canela",87,169.71666666666675,1.9507662835249042,119
"Barbados","Dec-2024","Canela",71,347.01666666666665,4.88755868544601,111
"Barbados","Jan-2025","Canela",66,47.81666666666668,0.7244949494949495,83
"Barbados","Nov-2024","Canela",112,237.26666666666682,2.118452380952381,180
"Barbados","Oct-2024","Canela",122,641.2333333333338,5.256010928961749,189
"Barbados","Sep-2024","Canela",96,43.11666666666666,0.44913194444444443,137
"Belarus","Aug-2024","Canela",12,8.999999999999998,0.75,15
"Belarus","Dec-2024","Canela",54,582.9999999999999,10.796296296296296,168
"Belarus","Jan-2025","Canela",53,713.6333333333325,13.464779874213836,247
"Belarus","Nov-2024","Canela",86,1599.8499999999985,18.602906976744183,246
"Belarus","Oct-2024","Canela",71,943.0666666666667,13.282629107981222,181
"Belarus","Sep-2024","Canela",56,912.1499999999992,16.288392857142856,112
"Belgium","Aug-2024","Canela",115,26107.09999999988,227.0182608695652,4194
"Belgium","Dec-2024","Canela",215,1910.3666666666586,8.885426356589146,648
"Belgium","Jan-2025","Canela",159,640.1833333333335,4.026310272536687,385
"Belgium","Nov-2024","Canela",213,485.3666666666675,2.278716744913928,473
"Belgium","Oct-2024","Canela",257,1827.63333333333,7.111413748378729,492
"Belgium","Sep-2024","Canela",161,2256.0500000000006,14.01273291925466,587
"Belize","Aug-2024","Canela",211,1037.4333333333325,4.916745655608215,375
"Belize","Dec-2024","Canela",155,3320.333333333338,21.421505376344086,574
"Belize","Jan-2025","Canela",94,3029.6833333333348,32.23067375886525,305
"Belize","Nov-2024","Canela",264,3026.9833333333377,11.465845959595958,834
"Belize","Oct-2024","Canela",353,4218.683333333344,11.950944287063267,1179
"Belize","Sep-2024","Canela",288,6861.500000000027,23.82465277777778,1195
"Benin","Aug-2024","Canela",10,7.25,0.725,13
"Benin","Dec-2024","Canela",23,61.74999999999999,2.6847826086956523,30
"Benin","Jan-2025","Canela",18,8.23333333333333,0.4574074074074074,20
"Benin","Nov-2024","Canela",22,12.533333333333335,0.5696969696969697,27
"Benin","Oct-2024","Canela",43,192.65000000000003,4.480232558139535,54
"Benin","Sep-2024","Canela",27,47.666666666666664,1.765432098765432,40
"Bermuda","Aug-2024","Canela",5,2.8499999999999996,0.5700000000000001,6
"Bermuda","Dec-2024","Canela",2,41.483333333333334,20.741666666666667,3
"Bermuda","Jan-2025","Canela",4,2.433333333333333,0.6083333333333333,8
"Bermuda","Nov-2024","Canela",8,13.133333333333335,1.6416666666666666,27
"Bermuda","Oct-2024","Canela",7,3.483333333333334,0.4976190476190476,22
"Bermuda","Sep-2024","Canela",10,1.8666666666666665,0.18666666666666668,12
"Bhutan","Oct-2024","Canela",1,0.9333333333333333,0.9333333333333333,1
"Bolivia","Aug-2024","Canela",14173,313692.1833333218,22.13308285707566,59132
"Bolivia","Dec-2024","Canela",3995,147131.783333334,36.82898206090947,23932
"Bolivia","Jan-2025","Canela",3396,111614.53333333366,32.86647035728308,21020
"Bolivia","Nov-2024","Canela",9053,208684.9833333319,23.051472808277182,44605
"Bolivia","Oct-2024","Canela",16314,294965.39999998844,18.080507539536598,72103
"Bolivia","Sep-2024","Canela",14849,277352.89999998675,18.67822075560644,61420
"Bosnia and Herzegovina","Aug-2024","Canela",27,49.349999999999966,1.8277777777777777,88
"Bosnia and Herzegovina","Dec-2024","Canela",48,71.19999999999996,1.4833333333333334,75
"Bosnia and Herzegovina","Jan-2025","Canela",50,35.81666666666666,0.7163333333333334,95
"Bosnia and Herzegovina","Nov-2024","Canela",66,203.66666666666663,3.0858585858585856,104
"Bosnia and Herzegovina","Oct-2024","Canela",77,89.7333333333333,1.1653679653679654,198
"Bosnia and Herzegovina","Sep-2024","Canela",42,174.2333333333334,4.148412698412698,130
"Botswana","Aug-2024","Canela",6,1.5,0.25,8
"Botswana","Dec-2024","Canela",8,1.2666666666666668,0.15833333333333333,8
"Botswana","Jan-2025","Canela",13,1.3666666666666667,0.10512820512820513,13
"Botswana","Nov-2024","Canela",7,5.533333333333333,0.7904761904761904,9
"Botswana","Oct-2024","Canela",13,2.5666666666666673,0.19743589743589746,13
"Botswana","Sep-2024","Canela",10,2,0.2,10
"Brazil","Aug-2024","Canela",5526,309852.6833333111,56.07178489564483,66471
"Brazil","Dec-2024","Canela",46850,4311731.9166622,92.03269832799717,641109
"Brazil","Jan-2025","Canela",45513,4547781.266662543,99.92268729081069,629839
"Brazil","Nov-2024","Canela",63033,2681000.866665202,42.53328996980418,442798
"Brazil","Oct-2024","Canela",70754,901063.0833336033,12.735153960671246,169925
"Brazil","Sep-2024","Canela",63794,606136.866666544,9.50147140274425,144490
"British Virgin Islands","Aug-2024","Canela",1,0.016666666666666666,0.016666666666666666,1
"British Virgin Islands","Dec-2024","Canela",6,7.499999999999999,1.25,8
"British Virgin Islands","Jan-2025","Canela",2,1.55,0.775,2
"British Virgin Islands","Nov-2024","Canela",6,2.1166666666666667,0.3527777777777778,6
"British Virgin Islands","Oct-2024","Canela",8,3.233333333333333,0.4041666666666667,9
"British Virgin Islands","Sep-2024","Canela",4,197.85,49.4625,12
"Brunei","Aug-2024","Canela",7,148.8,21.25714285714286,13
"Brunei","Dec-2024","Canela",9,4.933333333333334,0.5481481481481482,12
"Brunei","Jan-2025","Canela",9,3.6333333333333333,0.4037037037037037,13
"Brunei","Nov-2024","Canela",8,1412.9499999999996,176.61875,29
"Brunei","Oct-2024","Canela",15,839.7166666666668,55.98111111111111,41
"Brunei","Sep-2024","Canela",10,666.1833333333334,66.61833333333333,32
"Bulgaria","Aug-2024","Canela",97,365.48333333333403,3.76786941580756,284
"Bulgaria","Dec-2024","Canela",188,890.6499999999994,4.7375,935
"Bulgaria","Jan-2025","Canela",158,460.300000000001,2.9132911392405063,525
"Bulgaria","Nov-2024","Canela",223,686.9999999999999,3.0807174887892375,934
"Bulgaria","Oct-2024","Canela",220,1749.533333333321,7.952424242424242,935
"Bulgaria","Sep-2024","Canela",149,466.5833333333347,3.1314317673378076,561
"Burkina Faso","Aug-2024","Canela",23,19.133333333333336,0.8318840579710145,32
"Burkina Faso","Dec-2024","Canela",66,44.28333333333334,0.670959595959596,92
"Burkina Faso","Jan-2025","Canela",52,207.70000000000005,3.994230769230769,56
"Burkina Faso","Nov-2024","Canela",44,219.66666666666669,4.992424242424242,55
"Burkina Faso","Oct-2024","Canela",60,317.2333333333333,5.287222222222223,78
"Burkina Faso","Sep-2024","Canela",40,95.89999999999992,2.3975,69
"Burundi","Aug-2024","Canela",3,7.3,2.433333333333333,3
"Burundi","Dec-2024","Canela",3,1.0666666666666669,0.35555555555555557,3
"Burundi","Jan-2025","Canela",1,0.31666666666666665,0.31666666666666665,2
"Burundi","Oct-2024","Canela",4,1.3166666666666667,0.32916666666666666,5
"Burundi","Sep-2024","Canela",6,21.166666666666664,3.527777777777778,13
"Cambodia","Aug-2024","Canela",19,17.650000000000002,0.9289473684210525,24
"Cambodia","Dec-2024","Canela",21,25.75,1.2261904761904763,37
"Cambodia","Jan-2025","Canela",22,40.06666666666667,1.8212121212121213,29
"Cambodia","Nov-2024","Canela",28,47.9,1.7107142857142856,39
"Cambodia","Oct-2024","Canela",42,193.41666666666663,4.60515873015873,75
"Cambodia","Sep-2024","Canela",21,14.733333333333334,0.7015873015873015,32
"Cameroon","Aug-2024","Canela",6,2.3166666666666664,0.3861111111111111,7
"Cameroon","Dec-2024","Canela",25,20.71666666666667,0.8286666666666666,30
"Cameroon","Jan-2025","Canela",19,14.433333333333335,0.7596491228070176,20
"Cameroon","Nov-2024","Canela",21,17.916666666666664,0.8531746031746033,22
"Cameroon","Oct-2024","Canela",37,34.93333333333332,0.944144144144144,62
"Cameroon","Sep-2024","Canela",21,12.299999999999999,0.5857142857142857,26
"Canada","Aug-2024","Canela",1406,800023.8333333444,569.0069938359412,10444
"Canada","Dec-2024","Canela",1606,782578.6333333618,487.2843295973433,20222
"Canada","Jan-2025","Canela",1272,620343.4833333312,487.69141771488466,14980
"Canada","Nov-2024","Canela",1952,706269.4500000174,361.8183657786885,18952
"Canada","Oct-2024","Canela",2466,733719.6000000102,297.5343065693431,19670
"Canada","Sep-2024","Canela",1956,783303.3666666874,400.46184389911383,15923
"Cape Verde","Aug-2024","Canela",7,2.2833333333333337,0.3261904761904762,8
"Cape Verde","Dec-2024","Canela",24,27.41666666666667,1.1423611111111112,31
"Cape Verde","Jan-2025","Canela",22,29.150000000000002,1.325,26
"Cape Verde","Nov-2024","Canela",29,116.09999999999997,4.003448275862069,41
"Cape Verde","Oct-2024","Canela",34,51.51666666666668,1.5151960784313725,50
"Cape Verde","Sep-2024","Canela",25,17.8,0.7120000000000001,41
"Caribbean Netherlands","Aug-2024","Canela",11,16.683333333333334,1.5166666666666666,20
"Caribbean Netherlands","Dec-2024","Canela",21,294.5833333333333,14.027777777777777,30
"Caribbean Netherlands","Jan-2025","Canela",18,275.7166666666667,15.317592592592591,39
"Caribbean Netherlands","Nov-2024","Canela",21,113.38333333333335,5.39920634920635,30
"Caribbean Netherlands","Oct-2024","Canela",24,1319.9333333333332,54.99722222222223,33
"Caribbean Netherlands","Sep-2024","Canela",16,89.70000000000002,5.60625,23
"Cayman Islands","Aug-2024","Canela",6,0.7000000000000002,0.11666666666666665,7
"Cayman Islands","Dec-2024","Canela",9,15.783333333333333,1.7537037037037038,9
"Cayman Islands","Jan-2025","Canela",8,3.3000000000000003,0.4125,15
"Cayman Islands","Nov-2024","Canela",13,3.0333333333333328,0.23333333333333334,15
"Cayman Islands","Oct-2024","Canela",24,453.19999999999993,18.883333333333333,33
"Cayman Islands","Sep-2024","Canela",14,873.2666666666667,62.37619047619047,19
"Central African Republic","Sep-2024","Canela",1,0.35,0.35,1
"Chad","Dec-2024","Canela",2,2.35,1.175,2
"Chad","Jan-2025","Canela",1,0.5166666666666667,0.5166666666666667,1
"Chad","Nov-2024","Canela",2,0.3,0.15,3
"Chad","Oct-2024","Canela",6,1.1666666666666665,0.19444444444444445,7
"Chad","Sep-2024","Canela",5,2.2166666666666663,0.44333333333333336,6
"Chile","Aug-2024","Canela",30846,521678.1499999207,16.912343577773456,107511
"Chile","Dec-2024","Canela",27029,544058.6666665699,20.128701271473847,91942
"Chile","Jan-2025","Canela",23370,428423.299999915,18.33219084296106,78602
"Chile","Nov-2024","Canela",36639,732289.533333435,19.98661353566782,126567
"Chile","Oct-2024","Canela",39790,921309.5666668412,23.154299237664404,156433
"Chile","Sep-2024","Canela",33747,655151.6499999999,19.413626396420423,121582
"China","Aug-2024","Canela",973,2394.500000000013,2.460945529290853,2109
"China","Dec-2024","Canela",2681,11217.949999999815,4.184240954867587,6848
"China","Jan-2025","Canela",2662,9586.699999999973,3.601314800901578,6950
"China","Nov-2024","Canela",2059,11336.016666666552,5.5055933300955155,6452
"China","Oct-2024","Canela",2314,4434.633333333487,1.916436185537309,6268
"China","Sep-2024","Canela",1473,2746.7000000000803,1.8646978954514595,4709
"Colombia","Aug-2024","Canela",461053,4283910.349996472,9.291578950793076,1728439
"Colombia","Dec-2024","Canela",79148,1146783.71666726,14.48910543117535,327920
"Colombia","Jan-2025","Canela",59976,939147.7000003415,15.658725156729357,250559
"Colombia","Nov-2024","Canela",260482,3267082.549998816,12.542450342058183,1041244
"Colombia","Oct-2024","Canela",602119,6262005.216650558,10.399946217718867,2368997
"Colombia","Sep-2024","Canela",485004,4866961.516658352,10.034889437337974,1883982
"Comoros","Aug-2024","Canela",1,0.26666666666666666,0.26666666666666666,1
"Comoros","Dec-2024","Canela",1,1.5,1.5,1
"Comoros","Jan-2025","Canela",3,0.5666666666666667,0.18888888888888888,3
"Comoros","Nov-2024","Canela",3,0.9666666666666666,0.32222222222222224,3
"Comoros","Oct-2024","Canela",2,0.36666666666666664,0.18333333333333332,2
"Congo - Brazzaville","Aug-2024","Canela",24,48.516666666666644,2.0215277777777776,34
"Congo - Brazzaville","Dec-2024","Canela",85,5689.949999999998,66.94058823529411,235
"Congo - Brazzaville","Jan-2025","Canela",46,2165.4833333333327,47.075724637681155,75
"Congo - Brazzaville","Nov-2024","Canela",82,602.0333333333335,7.341869918699187,120
"Congo - Brazzaville","Oct-2024","Canela",94,441.9000000000001,4.701063829787234,138
"Congo - Brazzaville","Sep-2024","Canela",66,156.7000000000001,2.374242424242424,92
"Congo - Kinshasa","Aug-2024","Canela",37,14.650000000000004,0.39594594594594595,39
"Congo - Kinshasa","Dec-2024","Canela",103,87.03333333333326,0.8449838187702265,125
"Congo - Kinshasa","Jan-2025","Canela",66,31.283333333333342,0.473989898989899,75
"Congo - Kinshasa","Nov-2024","Canela",100,74.89999999999998,0.7490000000000001,127
"Congo - Kinshasa","Oct-2024","Canela",126,110.48333333333328,0.8768518518518519,154
"Congo - Kinshasa","Sep-2024","Canela",81,74.3833333333333,0.9183127572016462,101
"Costa Rica","Aug-2024","Canela",9674,106501.8000000039,11.009075873475295,31986
"Costa Rica","Dec-2024","Canela",4432,88300.76666666844,19.923458182912153,15692
"Costa Rica","Jan-2025","Canela",3350,59905.01666666732,17.882094527363186,10647
"Costa Rica","Nov-2024","Canela",9411,121947.08333333542,12.957930436014593,33731
"Costa Rica","Oct-2024","Canela",12700,190906.81666666715,15.03203280839895,52468
"Costa Rica","Sep-2024","Canela",11281,155916.45000000208,13.82115503944686,41156
"Croatia","Aug-2024","Canela",35,30.400000000000002,0.8685714285714285,45
"Croatia","Dec-2024","Canela",101,344.4333333333332,3.4102310231023103,257
"Croatia","Jan-2025","Canela",83,183.85000000000002,2.2150602409638553,262
"Croatia","Nov-2024","Canela",92,476.35000000000065,5.177717391304348,314
"Croatia","Oct-2024","Canela",104,191.01666666666685,1.836698717948718,249
"Croatia","Sep-2024","Canela",73,104.31666666666658,1.4289954337899542,159
"Cuba","Aug-2024","Canela",3785,26777.033333333166,7.074513430206957,11452
"Cuba","Dec-2024","Canela",1302,9549.599999999966,7.334562211981567,3277
"Cuba","Jan-2025","Canela",971,7953.98333333333,8.19153793340199,2436
"Cuba","Nov-2024","Canela",2217,17178.26666666649,7.74842880769809,7027
"Cuba","Oct-2024","Canela",3930,29526.533333332747,7.513112807463952,13217
"Cuba","Sep-2024","Canela",3703,39036.633333333375,10.541893959852372,13224
"Curaçao","Aug-2024","Canela",38,755.0666666666666,19.870175438596494,80
"Curaçao","Dec-2024","Canela",68,7113.366666666668,104.60833333333333,353
"Curaçao","Jan-2025","Canela",69,1908.0166666666657,27.6524154589372,233
"Curaçao","Nov-2024","Canela",109,1660.2499999999977,15.23165137614679,383
"Curaçao","Oct-2024","Canela",105,479.15000000000026,4.5633333333333335,230
"Curaçao","Sep-2024","Canela",84,830.0333333333334,9.881349206349206,181
"Cyprus","Aug-2024","Canela",11,11.25,1.0227272727272727,18
"Cyprus","Dec-2024","Canela",28,39.29999999999999,1.4035714285714285,51
"Cyprus","Jan-2025","Canela",18,14.833333333333341,0.8240740740740741,30
"Cyprus","Nov-2024","Canela",24,99.38333333333331,4.1409722222222225,63
"Cyprus","Oct-2024","Canela",40,80.16666666666664,2.004166666666667,72
"Cyprus","Sep-2024","Canela",20,15.749999999999998,0.7875,30
"Czech Republic","Aug-2024","Canela",53,207.25000000000006,3.910377358490566,151
"Czech Republic","Dec-2024","Canela",108,2098.7999999999993,19.433333333333334,519
"Czech Republic","Jan-2025","Canela",119,342.4166666666675,2.877450980392157,488
"Czech Republic","Nov-2024","Canela",98,557.7666666666677,5.691496598639455,482
"Czech Republic","Oct-2024","Canela",129,473.2166666666675,3.668346253229974,521
"Czech Republic","Sep-2024","Canela",95,272.9166666666672,2.87280701754386,454
"Côte d’Ivoire","Aug-2024","Canela",67,71.19999999999999,1.0626865671641792,103
"Côte d’Ivoire","Dec-2024","Canela",200,243.66666666666663,1.2183333333333333,269
"Côte d’Ivoire","Jan-2025","Canela",140,338.4000000000002,2.417142857142857,204
"Côte d’Ivoire","Nov-2024","Canela",166,243.13333333333333,1.4646586345381525,248
"Côte d’Ivoire","Oct-2024","Canela",260,541.1999999999998,2.081538461538462,371
"Côte d’Ivoire","Sep-2024","Canela",159,357.916666666667,2.25104821802935,238
"Denmark","Aug-2024","Canela",41,271.4500000000001,6.620731707317073,54
"Denmark","Dec-2024","Canela",69,887.8666666666669,12.867632850241545,134
"Denmark","Jan-2025","Canela",69,476.48333333333375,6.905555555555556,151
"Denmark","Nov-2024","Canela",66,106.24999999999996,1.6098484848484849,128
"Denmark","Oct-2024","Canela",75,121.46666666666663,1.6195555555555556,157
"Denmark","Sep-2024","Canela",36,623.7166666666666,17.325462962962963,51
"Djibouti","Aug-2024","Canela",2,0.11666666666666667,0.058333333333333334,2
"Djibouti","Dec-2024","Canela",2,0.06666666666666667,0.03333333333333333,2
"Djibouti","Jan-2025","Canela",4,0.5333333333333333,0.13333333333333333,4
"Djibouti","Nov-2024","Canela",2,1.3333333333333333,0.6666666666666666,2
"Djibouti","Oct-2024","Canela",5,0.8,0.16,6
"Djibouti","Sep-2024","Canela",2,0.75,0.375,3
"Dominica","Aug-2024","Canela",9,4.383333333333332,0.4870370370370371,10
"Dominica","Dec-2024","Canela",3,2.6333333333333333,0.8777777777777778,3
"Dominica","Jan-2025","Canela",7,5.033333333333333,0.719047619047619,10
"Dominica","Nov-2024","Canela",10,96.33333333333333,9.633333333333333,11
"Dominica","Oct-2024","Canela",4,24.999999999999996,6.25,7
"Dominica","Sep-2024","Canela",10,14.400000000000002,1.44,13
"Dominican Republic","Aug-2024","Canela",21123,336362.2166666373,15.923979390553741,89665
"Dominican Republic","Dec-2024","Canela",10232,230337.1166666622,22.511446116757885,31001
"Dominican Republic","Jan-2025","Canela",8180,196389.49999999753,24.008496332518337,24953
"Dominican Republic","Nov-2024","Canela",18656,332902.46666662995,17.844257432818754,72742
"Dominican Republic","Oct-2024","Canela",25439,442086.4166665983,17.378293827063434,113841
"Dominican Republic","Sep-2024","Canela",23915,387532.6166666161,16.204583594675587,98075
"Ecuador","Aug-2024","Canela",37967,1271644.9500001667,33.493427186767455,161259
"Ecuador","Dec-2024","Canela",25986,2078276.6000003552,79.97677980451013,121051
"Ecuador","Jan-2025","Canela",22450,1915611.016666979,85.3278849294729,107750
"Ecuador","Nov-2024","Canela",33926,1796968.7333336459,52.96730334649924,135925
"Ecuador","Oct-2024","Canela",38940,1860527.55000025,47.77934129429892,167937
"Ecuador","Sep-2024","Canela",39342,1839164.3666669822,46.74811566942877,170644
"Egypt","Aug-2024","Canela",274,1278.766666666663,4.6670316301703165,667
"Egypt","Dec-2024","Canela",679,2725.616666666675,4.014162984781541,2852
"Egypt","Jan-2025","Canela",596,2508.7000000000085,4.209228187919463,2317
"Egypt","Nov-2024","Canela",628,3179.8166666666966,5.063402335456476,3155
"Egypt","Oct-2024","Canela",588,4218.9500000000435,7.175085034013605,3638
"Egypt","Sep-2024","Canela",518,2341.3500000000017,4.519980694980695,1793
"El Salvador","Aug-2024","Canela",10528,155843.3999999973,14.802754559270516,46778
"El Salvador","Dec-2024","Canela",6498,86497.18333333515,13.31135477582846,26206
"El Salvador","Jan-2025","Canela",4443,77527.68333333507,17.449399804936604,21300
"El Salvador","Nov-2024","Canela",10452,146737.40000000285,14.03916953693073,43764
"El Salvador","Oct-2024","Canela",13517,187202.55000000162,13.849415550787896,62213
"El Salvador","Sep-2024","Canela",12120,166615.0833333328,13.747119086908691,52200
"Equatorial Guinea","Aug-2024","Canela",7,147.74999999999997,21.107142857142858,15
"Equatorial Guinea","Dec-2024","Canela",6,4.216666666666667,0.7027777777777778,7
"Equatorial Guinea","Jan-2025","Canela",5,7.2666666666666675,1.4533333333333334,7
"Equatorial Guinea","Nov-2024","Canela",12,282.15,23.5125,29
"Equatorial Guinea","Oct-2024","Canela",15,642.0166666666665,42.80111111111111,64
"Equatorial Guinea","Sep-2024","Canela",15,160.04999999999995,10.67,54
"Estonia","Aug-2024","Canela",9,6.016666666666666,0.6685185185185185,14
"Estonia","Dec-2024","Canela",23,95.13333333333324,4.136231884057971,127
"Estonia","Jan-2025","Canela",25,60.716666666666654,2.4286666666666665,45
"Estonia","Nov-2024","Canela",27,238.5,8.833333333333334,71
"Estonia","Oct-2024","Canela",23,167.18333333333345,7.268840579710145,54
"Estonia","Sep-2024","Canela",13,62.73333333333333,4.825641025641025,24
"Ethiopia","Aug-2024","Canela",119,53.33333333333336,0.4481792717086835,148
"Ethiopia","Dec-2024","Canela",153,180.46666666666673,1.179520697167756,216
