"Client","Country","Date Month","Uniques","Time Watched Minutes","Avg Min per Unique","Sessions"
"Canela","Burundi","Aug-2024",6,9.2,1.5333333333333332,6
"Canela","Cambodia","Aug-2024",20,17.75,0.8875,25
"Canela","Cameroon","Aug-2024",25,30.200000000000003,1.208,32
"Canela","Canada","Aug-2024",1424,798355.7500000192,560.6430828651686,9850
"Canela","Cape Verde","Aug-2024",9,3.6833333333333336,0.4092592592592592,10
"Canela","Caribbean Netherlands","Aug-2024",9,9.083333333333332,1.0092592592592593,18
"Canela","Cayman Islands","Aug-2024",3,0.6333333333333334,0.2111111111111111,3
"Canela","Chile","Aug-2024",27996,520773.89999994345,18.601725246463783,97903
"Canela","China","Aug-2024",1033,45445.016666666954,43.9932397547596,2318
"Canela","Colombia","Aug-2024",505565,4622036.399994523,9.142318791846746,1728183
"Canela","Comoros","Aug-2024",1,0.26666666666666666,0.26666666666666666,1
"Canela","Congo - Brazzaville","Aug-2024",52,58.499999999999986,1.125,72
"Canela","Congo - Kinshasa","Aug-2024",105,40.41666666666667,0.3849206349206349,116
"Canela","Costa Rica","Aug-2024",9715,114638.41666666884,11.800145822611084,30795
"Canela","Croatia","Aug-2024",36,30.61666666666667,0.850462962962963,46
"Canela","Cuba","Aug-2024",4438,37513.283333333544,8.452745230584346,12723
"Canela","Curaçao","Aug-2024",27,839.5000000000001,31.09259259259259,56
"Canela","Cyprus","Aug-2024",12,11.266666666666667,0.938888888888889,19
"Canela","Czech Republic","Aug-2024",55,207.65000000000038,3.7754545454545454,152
"Canela","Côte d’Ivoire","Aug-2024",108,79.49999999999999,0.7361111111111112,152
"Canela","Denmark","Aug-2024",66,276.6,4.190909090909091,87
"Canela","Djibouti","Aug-2024",2,0.11666666666666667,0.058333333333333334,2
"Canela","Dominica","Aug-2024",2,0.5166666666666667,0.25833333333333336,2
"Canela","Dominican Republic","Aug-2024",19784,347490.09999997256,17.56419834209462,86988
"Canela","Ecuador","Aug-2024",36942,1328381.2333335155,35.958562972587664,154880
"Canela","Egypt","Aug-2024",307,1285.5833333333314,4.1875678610206295,702
"Canela","El Salvador","Aug-2024",10437,164865.41666666465,15.796245728338283,45129
"Canela","Equatorial Guinea","Aug-2024",11,148.46666666666664,13.496969696969698,19
"Canela","Estonia","Aug-2024",11,6.016666666666667,0.546969696969697,16
"Canela","Ethiopia","Aug-2024",177,67.00000000000003,0.3785310734463277,209
"Canela","Faroe Islands","Aug-2024",1,0.4,0.4,3
"Canela","Fiji","Aug-2024",2,0.15000000000000002,0.075,2
"Canela","Finland","Aug-2024",100,45045.483333333344,450.4548333333333,478
"Canela","France","Aug-2024",566,49223.06666666678,86.96654888103652,1142
"Canela","French Guiana","Aug-2024",2,0.5833333333333334,0.2916666666666667,2
"Canela","French Polynesia","Aug-2024",2,2.4,1.2,3
"Canela","Gabon","Aug-2024",26,17.133333333333333,0.658974358974359,34
"Canela","Gambia","Aug-2024",4,0.2,0.05,4
"Canela","Georgia","Aug-2024",20,4.383333333333334,0.21916666666666668,20
"Canela","Germany","Aug-2024",2544,617458.0000000044,242.71147798742138,83801
"Canela","Ghana","Aug-2024",111,48.11666666666667,0.4334834834834835,123
"Canela","Greece","Aug-2024",275,1689.4666666666649,6.143515151515151,400
"Canela","Greenland","Aug-2024",1,0.05,0.05,3
"Canela","Grenada","Aug-2024",3,2.95,0.9833333333333334,4
"Canela","Guadeloupe","Aug-2024",7,3.0166666666666666,0.4309523809523809,8
"Canela","Guam","Aug-2024",3,0.5333333333333334,0.17777777777777778,3
"Canela","Guatemala","Aug-2024",13776,250800.38333332993,18.205602739063103,48239
"Canela","Guinea","Aug-2024",11,4.633333333333334,0.42121212121212126,12
"Canela","Guinea-Bissau","Aug-2024",3,0.2833333333333333,0.09444444444444444,4
"Canela","Guyana","Aug-2024",7,0.43333333333333335,0.06190476190476191,10
"Canela","Haiti","Aug-2024",131,88.31666666666666,0.6741730279898218,160
"Canela","Honduras","Aug-2024",8803,112691.81666666883,12.801524101632019,38771
"Canela","Hong Kong","Aug-2024",107,81.79999999999953,0.7644859813084112,541
"Canela","Hungary","Aug-2024",30,449.58333333333337,14.98611111111111,53
"Canela","Iceland","Aug-2024",12,2300.333333333333,191.69444444444446,28
"Canela","India","Aug-2024",1096,37200.233333333475,33.94181873479319,15327
"Canela","Indonesia","Aug-2024",835,2320.6333333333296,2.779201596806387,1195
"Canela","Iran","Aug-2024",787,1113.8166666666657,1.4152689538331216,1021
"Canela","Iraq","Aug-2024",3949,1125.9333333333252,0.2851185954250021,4369
"Canela","Ireland","Aug-2024",157,1476.9499999999973,9.407324840764332,670
"Canela","Israel","Aug-2024",116,296.43333333333345,2.5554597701149424,272
"Canela","Italy","Aug-2024",480,734.65,1.5305208333333333,828
"Canela","Jamaica","Aug-2024",82,193.8833333333334,2.364430894308943,220
"Canela","Japan","Aug-2024",250,4470.033333333419,17.880133333333337,2633
"Canela","Jersey","Aug-2024",1,0.11666666666666667,0.11666666666666667,1
"Canela","Jordan","Aug-2024",100,395.45000000000033,3.9545,263
"Canela","Kazakhstan","Aug-2024",9,96.63333333333334,10.737037037037037,14
"Canela","Kenya","Aug-2024",324,157.2666666666668,0.48539094650205766,378
"Canela","Kuwait","Aug-2024",142,176.8333333333333,1.245305164319249,200
"Canela","Kyrgyzstan","Aug-2024",1,0.016666666666666666,0.016666666666666666,1
"Canela","Laos","Aug-2024",3,0.8,0.26666666666666666,3
"Canela","Latvia","Aug-2024",9,2.966666666666667,0.32962962962962966,14
"Canela","Lebanon","Aug-2024",73,61.749999999999986,0.8458904109589042,132
"Canela","Lesotho","Aug-2024",1,0.6666666666666666,0.6666666666666666,1
"Canela","Liberia","Aug-2024",3,0.15,0.049999999999999996,3
"Canela","Libya","Aug-2024",150,50.51666666666665,0.3367777777777778,171
"Canela","Lithuania","Aug-2024",16,1076.8166666666664,67.30104166666666,261
"Canela","Luxembourg","Aug-2024",19,8.083333333333334,0.4254385964912281,26
"Canela","Macau SAR China","Aug-2024",6,1071.8666666666663,178.64444444444442,164
"Canela","Macedonia","Aug-2024",41,138.28333333333342,3.3727642276422762,87
"Canela","Madagascar","Aug-2024",19,28.266666666666666,1.487719298245614,33
"Canela","Malawi","Aug-2024",10,5.333333333333333,0.5333333333333333,12
"Canela","Malaysia","Aug-2024",184,488.46666666666744,2.654710144927536,271
"Canela","Maldives","Aug-2024",12,5.583333333333333,0.46527777777777773,15
"Canela","Mali","Aug-2024",26,10.2,0.3923076923076923,30
"Canela","Malta","Aug-2024",11,14.383333333333333,1.3075757575757576,20
