"Country","Date Month","Rights Holder","Uniques","Time Watched Minutes","Avg Min per Unique","Sessions"
"Kenya","Aug-2024","9story",1,0.13333333333333333,0.13333333333333333,1
"Kenya","Dec-2024","9story",1,2.3333333333333335,2.3333333333333335,1
"Kenya","Jan-2025","9story",1,0.016666666666666666,0.016666666666666666,1
"Kenya","Nov-2024","9story",3,0.55,0.18333333333333335,3
"Kenya","Oct-2024","9story",2,0.13333333333333333,0.06666666666666667,2
"Kuwait","Dec-2024","9story",2,0.9666666666666666,0.48333333333333334,2
"Kuwait","Jan-2025","9story",1,0.03333333333333333,0.03333333333333333,1
"Kuwait","Nov-2024","9story",3,0.13333333333333333,0.044444444444444446,3
"Kuwait","Oct-2024","9story",1,0.08333333333333333,0.08333333333333333,1
"Kuwait","Sep-2024","9story",2,0.11666666666666667,0.058333333333333334,2
"Laos","Sep-2024","9story",1,0.03333333333333333,0.03333333333333333,1
"Latvia","Jan-2025","9story",1,4.333333333333333,4.333333333333333,1
"Latvia","Nov-2024","9story",1,0.03333333333333333,0.03333333333333333,1
"Latvia","Sep-2024","9story",1,0.25,0.25,1
"Lebanon","Aug-2024","9story",1,3.2333333333333334,3.2333333333333334,1
"Lebanon","Jan-2025","9story",2,2.2833333333333337,1.1416666666666666,2
"Lebanon","Nov-2024","9story",3,0.11666666666666667,0.03888888888888889,3
"Lebanon","Oct-2024","9story",2,0.03333333333333333,0.016666666666666666,2
"Lebanon","Sep-2024","9story",6,0.8166666666666667,0.1361111111111111,6
"Libya","Aug-2024","9story",2,0.9166666666666666,0.4583333333333333,2
"Libya","Jan-2025","9story",1,0.05,0.05,1
"Libya","Nov-2024","9story",1,0.03333333333333333,0.03333333333333333,1
"Libya","Sep-2024","9story",2,0.45,0.225,2
"Lithuania","Dec-2024","9story",3,0.19999999999999998,0.06666666666666667,4
"Lithuania","Jan-2025","9story",2,0.5166666666666667,0.25833333333333336,2
"Lithuania","Nov-2024","9story",2,0.5166666666666666,0.25833333333333336,3
"Lithuania","Sep-2024","9story",2,0.1,0.05,2
"Luxembourg","Nov-2024","9story",1,0.016666666666666666,0.016666666666666666,1
"Luxembourg","Oct-2024","9story",3,0.18333333333333335,0.06111111111111111,3
"Macedonia","Dec-2024","9story",3,0.6333333333333333,0.2111111111111111,3
"Macedonia","Jan-2025","9story",1,0.08333333333333334,0.08333333333333333,2
"Macedonia","Nov-2024","9story",1,0.15,0.15,1
"Macedonia","Oct-2024","9story",6,3.933333333333333,0.6555555555555556,6
"Macedonia","Sep-2024","9story",2,0.23333333333333334,0.11666666666666667,3
"Madagascar","Oct-2024","9story",1,0.2,0.2,1
"Malaysia","Aug-2024","9story",2,0.05,0.025,2
"Malaysia","Dec-2024","9story",6,5.966666666666668,0.9944444444444445,9
"Malaysia","Jan-2025","9story",4,4.216666666666667,1.0541666666666667,5
"Malaysia","Nov-2024","9story",4,275.25,68.8125,17
"Malaysia","Oct-2024","9story",11,266.83333333333337,24.257575757575754,24
"Malaysia","Sep-2024","9story",10,18.616666666666667,1.8616666666666668,13
"Maldives","Nov-2024","9story",1,0.05,0.05,1
"Mali","Oct-2024","9story",1,0.05,0.05,1
"Malta","Jan-2025","9story",2,0.1,0.05,2
"Malta","Nov-2024","9story",1,0.06666666666666667,0.06666666666666667,1
"Malta","Oct-2024","9story",1,10.033333333333333,10.033333333333333,1
"Martinique","Jan-2025","9story",1,0.65,0.65,3
"Mauritania","Nov-2024","9story",1,1.1833333333333333,1.1833333333333333,1
"Mauritius","Dec-2024","9story",1,5.566666666666666,5.566666666666666,1
"Mauritius","Jan-2025","9story",1,0.11666666666666667,0.11666666666666667,1
"Mauritius","Oct-2024","9story",2,6.916666666666666,3.4583333333333335,3
"Mexico","Aug-2024","9story",11143,26195.3166666661,2.350831613269915,13779
"Mexico","Dec-2024","9story",495,2160.383333333326,4.364410774410774,683
"Mexico","Jan-2025","9story",377,2682.583333333332,7.115605658709107,611
"Mexico","Nov-2024","9story",2889,13411.183333333314,4.642154147917387,4125
"Mexico","Oct-2024","9story",11012,39382.13333333322,3.576292529361908,14968
"Mexico","Sep-2024","9story",11873,40282.0833333333,3.3927468485920436,16176
