"Country","Date Month","Video Type","Uniques","Time Watched Minutes","Avg Min per Unique","Sessions"
"Ireland","Jan-2025","Feature",181,2732.083333333351,15.09438305709024,1013
"Ireland","Nov-2024","Feature",182,1881.7166666666637,10.339102564102564,732
"Ireland","Oct-2024","Feature",196,1333.749999999997,6.80484693877551,753
"Ireland","Sep-2024","Feature",184,6123.083333333294,33.2776268115942,1629
"Israel","Aug-2024","Feature",64,211.41666666666674,3.3033854166666665,148
"Israel","Dec-2024","Feature",150,669.3666666666672,4.462444444444444,479
"Israel","Jan-2025","Feature",122,348.8500000000002,2.859426229508197,358
"Israel","Nov-2024","Feature",125,1587.9833333333302,12.703866666666666,433
"Israel","Oct-2024","Feature",116,1335.8833333333125,11.516235632183909,1650
"Israel","Sep-2024","Feature",86,1248.4999999999993,14.517441860465116,261
"Italy","Aug-2024","Feature",156,237.75000000000009,1.5240384615384615,260
"Italy","Dec-2024","Feature",330,20375.149999999896,61.742878787878794,1449
"Italy","Jan-2025","Feature",288,1554.1333333333248,5.396296296296296,1025
"Italy","Nov-2024","Feature",361,56291.383333333324,155.93180978762695,1888
"Italy","Oct-2024","Feature",470,45543.249999999935,96.90053191489362,1960
"Italy","Sep-2024","Feature",351,1272.6666666666642,3.6258309591642925,960
"Jamaica","Aug-2024","Feature",40,164.73333333333332,4.118333333333333,130
"Jamaica","Dec-2024","Feature",194,501.68333333333334,2.5859965635738833,254
"Jamaica","Jan-2025","Feature",183,479.1500000000001,2.6183060109289618,296
"Jamaica","Nov-2024","Feature",254,450.6333333333338,1.7741469816272966,426
"Jamaica","Oct-2024","Feature",207,304.13333333333367,1.469243156199678,353
"Jamaica","Sep-2024","Feature",149,1072.65,7.1989932885906045,282
"Japan","Aug-2024","Feature",221,2912.5666666666857,13.179034690799396,1600
"Japan","Dec-2024","Feature",212,1862.916666666664,8.787342767295598,588
"Japan","Jan-2025","Feature",219,2642.6500000000024,12.06689497716895,674
"Japan","Nov-2024","Feature",164,2695.466666666676,16.43577235772358,362
"Japan","Oct-2024","Feature",231,3630.1833333333434,15.715079365079365,836
"Japan","Sep-2024","Feature",180,4563.800000000005,25.354444444444447,943
"Jersey","Aug-2024","Feature",1,0.11666666666666667,0.11666666666666667,1
"Jersey","Dec-2024","Feature",1,0.18333333333333335,0.18333333333333332,3
"Jersey","Jan-2025","Feature",1,0.16666666666666666,0.16666666666666666,1
"Jordan","Aug-2024","Feature",37,349.9666666666667,9.458558558558558,131
"Jordan","Dec-2024","Feature",108,190.7000000000001,1.7657407407407406,232
"Jordan","Jan-2025","Feature",100,107.53333333333325,1.0753333333333333,186
"Jordan","Nov-2024","Feature",138,206.40000000000006,1.4956521739130435,256
"Jordan","Oct-2024","Feature",147,348.50000000000057,2.370748299319728,285
"Jordan","Sep-2024","Feature",93,276.4666666666669,2.972759856630824,191
"Kazakhstan","Aug-2024","Feature",3,7.1,2.3666666666666667,5
"Kazakhstan","Dec-2024","Feature",13,3.8000000000000003,0.29230769230769227,34
"Kazakhstan","Jan-2025","Feature",13,28.249999999999996,2.173076923076923,42
"Kazakhstan","Nov-2024","Feature",17,14.849999999999994,0.8735294117647059,60
"Kazakhstan","Oct-2024","Feature",14,8.266666666666666,0.5904761904761905,30
"Kazakhstan","Sep-2024","Feature",16,169.74999999999994,10.609375,59
"Kenya","Aug-2024","Feature",12,5.099999999999999,0.425,12
"Kenya","Dec-2024","Feature",52,24.20000000000001,0.4653846153846154,97
"Kenya","Jan-2025","Feature",23,67.53333333333329,2.936231884057971,47
"Kenya","Nov-2024","Feature",62,1017.5333333333335,16.411827956989246,119
"Kenya","Oct-2024","Feature",55,43.41666666666667,0.7893939393939393,103
"Kenya","Sep-2024","Feature",41,18.783333333333328,0.45813008130081306,53
"Kuwait","Aug-2024","Feature",25,115.88333333333331,4.6353333333333335,47
"Kuwait","Dec-2024","Feature",57,158.68333333333322,2.783918128654971,147
"Kuwait","Jan-2025","Feature",45,186.26666666666668,4.139259259259259,116
"Kuwait","Nov-2024","Feature",51,377.1833333333334,7.3957516339869285,145
"Kuwait","Oct-2024","Feature",66,1109.9833333333327,16.817929292929293,258
"Kuwait","Sep-2024","Feature",45,140.68333333333325,3.1262962962962964,113
"Kyrgyzstan","Dec-2024","Feature",5,4.5,0.9,12
"Kyrgyzstan","Jan-2025","Feature",3,0.3,0.09999999999999999,5
"Kyrgyzstan","Nov-2024","Feature",2,1.4166666666666667,0.7083333333333334,2
"Kyrgyzstan","Oct-2024","Feature",3,1.4333333333333333,0.4777777777777778,4
"Laos","Dec-2024","Feature",1,0.5,0.5,1
"Laos","Nov-2024","Feature",1,0.5666666666666667,0.5666666666666667,1
"Laos","Oct-2024","Feature",3,0.8833333333333333,0.29444444444444445,7
"Laos","Sep-2024","Feature",1,0.06666666666666667,0.06666666666666667,1
"Latvia","Aug-2024","Feature",3,0.7666666666666666,0.2555555555555556,5
"Latvia","Dec-2024","Feature",21,425.1833333333335,20.246825396825397,151
"Latvia","Jan-2025","Feature",15,212.23333333333332,14.148888888888887,81
"Latvia","Nov-2024","Feature",14,312.15,22.29642857142857,134
"Latvia","Oct-2024","Feature",8,255.81666666666666,31.977083333333333,125
"Latvia","Sep-2024","Feature",11,54.51666666666666,4.956060606060606,45
"Lebanon","Aug-2024","Feature",35,28.216666666666672,0.8061904761904761,55
"Lebanon","Dec-2024","Feature",77,62.16666666666665,0.8073593073593073,129
"Lebanon","Jan-2025","Feature",101,74.89999999999998,0.7415841584158417,214
"Lebanon","Nov-2024","Feature",77,37.26666666666667,0.48398268398268396,142
"Lebanon","Oct-2024","Feature",83,56.55,0.6813253012048193,169
"Lebanon","Sep-2024","Feature",77,51.66666666666667,0.6709956709956709,136
"Liberia","Dec-2024","Feature",1,0.2,0.2,1
"Liberia","Jan-2025","Feature",1,1.35,1.35,2
"Liberia","Nov-2024","Feature",4,1.6333333333333333,0.4083333333333333,4
"Liberia","Oct-2024","Feature",2,4.233333333333333,2.1166666666666667,2
"Liberia","Sep-2024","Feature",3,1.2166666666666668,0.4055555555555555,4
"Libya","Aug-2024","Feature",21,4.166666666666667,0.19841269841269843,25
"Libya","Dec-2024","Feature",53,26.433333333333323,0.4987421383647799,69
"Libya","Jan-2025","Feature",45,31.80000000000002,0.7066666666666667,96
"Libya","Nov-2024","Feature",78,35.6,0.45641025641025645,111
"Libya","Oct-2024","Feature",66,60.400000000000006,0.9151515151515152,130
"Libya","Sep-2024","Feature",41,11.65000000000001,0.28414634146341466,73
"Liechtenstein","Sep-2024","Feature",1,3.933333333333333,3.933333333333333,3
"Lithuania","Aug-2024","Feature",14,30.500000000000014,2.1785714285714284,59
"Lithuania","Dec-2024","Feature",28,34201.116666666654,1221.4684523809524,950
"Lithuania","Jan-2025","Feature",34,32825.13333333329,965.4450980392156,1046
"Lithuania","Nov-2024","Feature",40,8585.250000000005,214.63125,356
"Lithuania","Oct-2024","Feature",37,96.89999999999998,2.618918918918919,112
"Lithuania","Sep-2024","Feature",30,98.66666666666664,3.288888888888889,94
"Luxembourg","Aug-2024","Feature",10,1.5166666666666666,0.15166666666666667,12
"Luxembourg","Dec-2024","Feature",9,2.1166666666666663,0.2351851851851852,22
"Luxembourg","Jan-2025","Feature",10,33.983333333333334,3.3983333333333334,48
"Luxembourg","Nov-2024","Feature",13,247.00000000000006,19,73
"Luxembourg","Oct-2024","Feature",15,21.450000000000006,1.43,50
"Luxembourg","Sep-2024","Feature",10,8.766666666666666,0.8766666666666667,18
"Macau SAR China","Nov-2024","Feature",2,0.7666666666666667,0.38333333333333336,2
"Macedonia","Aug-2024","Feature",21,14.416666666666668,0.6865079365079365,32
"Macedonia","Dec-2024","Feature",31,17.66666666666667,0.5698924731182796,81
"Macedonia","Jan-2025","Feature",35,466.76666666666665,13.336190476190476,203
"Macedonia","Nov-2024","Feature",43,47.933333333333316,1.1147286821705427,101
"Macedonia","Oct-2024","Feature",51,91.28333333333333,1.7898692810457515,136
"Macedonia","Sep-2024","Feature",38,27.750000000000014,0.7302631578947368,70
"Madagascar","Aug-2024","Feature",2,0.3833333333333333,0.19166666666666668,2
"Madagascar","Dec-2024","Feature",1,0.55,0.55,2
"Madagascar","Jan-2025","Feature",3,2.716666666666667,0.9055555555555556,4
"Madagascar","Nov-2024","Feature",6,8.933333333333334,1.488888888888889,6
"Madagascar","Oct-2024","Feature",10,8.866666666666667,0.8866666666666667,11
"Madagascar","Sep-2024","Feature",2,0.55,0.275,2
"Malawi","Aug-2024","Feature",1,0.38333333333333336,0.38333333333333336,1
"Malawi","Dec-2024","Feature",2,1.9,0.95,2
"Malawi","Jan-2025","Feature",1,0.16666666666666666,0.16666666666666666,1
"Malawi","Nov-2024","Feature",3,1.1166666666666667,0.37222222222222223,3
"Malawi","Oct-2024","Feature",3,1.8,0.6,3
"Malawi","Sep-2024","Feature",6,2.3833333333333333,0.3972222222222222,7
"Malaysia","Aug-2024","Feature",47,277.56666666666683,5.905673758865248,99
"Malaysia","Dec-2024","Feature",244,3092.6666666666697,12.674863387978142,503
"Malaysia","Jan-2025","Feature",196,552.2000000000003,2.8173469387755103,392
"Malaysia","Nov-2024","Feature",336,5595.966666666669,16.654662698412697,710
"Malaysia","Oct-2024","Feature",355,5813.100000000013,16.37492957746479,686
"Malaysia","Sep-2024","Feature",127,452.38333333333344,3.562073490813648,308
"Maldives","Aug-2024","Feature",2,1.4333333333333333,0.7166666666666667,2
"Maldives","Dec-2024","Feature",1,0.4166666666666667,0.4166666666666667,1
"Maldives","Nov-2024","Feature",3,0.9833333333333334,0.3277777777777778,6
"Maldives","Oct-2024","Feature",1,0.9666666666666667,0.9666666666666667,1
"Maldives","Sep-2024","Feature",2,0.7166666666666667,0.35833333333333334,2
"Mali","Aug-2024","Feature",10,5.8500000000000005,0.585,12
"Mali","Dec-2024","Feature",8,2.1333333333333333,0.26666666666666666,9
"Mali","Jan-2025","Feature",8,5.1499999999999995,0.64375,9
"Mali","Nov-2024","Feature",15,2.9166666666666665,0.19444444444444445,16
"Mali","Oct-2024","Feature",20,9.75,0.4875,22
"Mali","Sep-2024","Feature",11,3.1000000000000005,0.2818181818181818,18
"Malta","Aug-2024","Feature",2,0.21666666666666667,0.10833333333333334,4
"Malta","Dec-2024","Feature",15,6.033333333333332,0.4022222222222222,41
"Malta","Jan-2025","Feature",15,619.266666666667,41.284444444444446,71
"Malta","Nov-2024","Feature",7,185.54999999999995,26.50714285714286,97
"Malta","Oct-2024","Feature",14,94.33333333333331,6.738095238095238,33
"Malta","Sep-2024","Feature",5,0.9833333333333334,0.19666666666666666,6
"Martinique","Aug-2024","Feature",1,0.44999999999999996,0.45,2
"Martinique","Dec-2024","Feature",3,14.750000000000002,4.916666666666667,18
"Martinique","Jan-2025","Feature",7,308.85,44.121428571428574,42
"Martinique","Nov-2024","Feature",4,2.7166666666666663,0.6791666666666667,8
"Martinique","Oct-2024","Feature",5,1.75,0.35,8
"Martinique","Sep-2024","Feature",1,0.26666666666666666,0.26666666666666666,2
"Mauritania","Aug-2024","Feature",2,1.0333333333333332,0.5166666666666667,3
"Mauritania","Dec-2024","Feature",2,0.6000000000000001,0.3,2
"Mauritania","Jan-2025","Feature",9,5.85,0.6499999999999999,11
"Mauritania","Nov-2024","Feature",14,10.3,0.7357142857142858,14
"Mauritania","Oct-2024","Feature",12,5.816666666666666,0.4847222222222222,16
"Mauritania","Sep-2024","Feature",7,1.2333333333333334,0.1761904761904762,7
"Mauritius","Aug-2024","Feature",13,83.89999999999999,6.453846153846154,17
"Mauritius","Dec-2024","Feature",30,62.366666666666646,2.078888888888889,35
"Mauritius","Jan-2025","Feature",25,559.9500000000002,22.398000000000003,55
"Mauritius","Nov-2024","Feature",16,79.73333333333333,4.983333333333333,35
"Mauritius","Oct-2024","Feature",8,11.533333333333331,1.4416666666666667,16
"Mauritius","Sep-2024","Feature",10,66.68333333333332,6.668333333333334,14
"Mexico","Aug-2024","Feature",678618,9165016.499986691,13.505413207430395,1946649
"Mexico","Dec-2024","Feature",286797,5187199.699988305,18.08665955362155,921067
"Mexico","Jan-2025","Feature",255899,4878676.216659901,19.064850650712454,827630
"Mexico","Nov-2024","Feature",467775,7999324.483311506,17.100795218498924,1553805
"Mexico","Oct-2024","Feature",797277,12856167.4833579,16.12509514677249,2848146
"Mexico","Sep-2024","Feature",834256,11441366.133349963,13.714454715738734,2649145
"Moldova","Aug-2024","Feature",1,0.13333333333333333,0.13333333333333333,1
"Moldova","Dec-2024","Feature",6,2.7500000000000004,0.4583333333333333,8
"Moldova","Jan-2025","Feature",12,6.199999999999999,0.5166666666666667,28
"Moldova","Nov-2024","Feature",15,6.3166666666666655,0.4211111111111111,22
"Moldova","Oct-2024","Feature",3,0.7333333333333334,0.24444444444444444,3
"Moldova","Sep-2024","Feature",6,3.7,0.6166666666666667,10
"Mongolia","Dec-2024","Feature",1,0.13333333333333333,0.13333333333333333,2
"Mongolia","Nov-2024","Feature",3,0.95,0.31666666666666665,4
"Mongolia","Oct-2024","Feature",1,0.016666666666666666,0.016666666666666666,1
"Mongolia","Sep-2024","Feature",1,0.8999999999999999,0.9,4
"Montenegro","Aug-2024","Feature",7,1.0166666666666668,0.14523809523809522,7
"Montenegro","Dec-2024","Feature",14,187.04999999999993,13.360714285714286,89
"Montenegro","Jan-2025","Feature",31,52.00000000000001,1.6774193548387097,115
"Montenegro","Nov-2024","Feature",12,10.116666666666665,0.8430555555555556,29
"Montenegro","Oct-2024","Feature",8,90.01666666666665,11.252083333333333,39
"Montenegro","Sep-2024","Feature",5,4.916666666666666,0.9833333333333334,17
"Morocco","Aug-2024","Feature",169,181.31666666666666,1.0728796844181459,244
"Morocco","Dec-2024","Feature",633,899.6499999999987,1.4212480252764612,1093
"Morocco","Jan-2025","Feature",522,612.5833333333354,1.1735312899106003,1524
"Morocco","Nov-2024","Feature",613,1099.116666666665,1.7930125067971723,1152
"Morocco","Oct-2024","Feature",651,725.9000000000001,1.1150537634408602,1071
"Morocco","Sep-2024","Feature",546,875.299999999997,1.603113553113553,982
"Mozambique","Aug-2024","Feature",9,11.266666666666667,1.251851851851852,9
"Mozambique","Dec-2024","Feature",11,23.916666666666668,2.1742424242424243,18
"Mozambique","Jan-2025","Feature",5,3.8,0.76,6
"Mozambique","Nov-2024","Feature",9,10.299999999999997,1.1444444444444446,10
"Mozambique","Oct-2024","Feature",14,26.36666666666667,1.8833333333333333,16
"Mozambique","Sep-2024","Feature",8,35.56666666666668,4.445833333333334,15
"Myanmar [Burma]","Aug-2024","Feature",8,15.166666666666666,1.8958333333333333,10
"Myanmar [Burma]","Dec-2024","Feature",4,1.2999999999999998,0.325,7
"Myanmar [Burma]","Jan-2025","Feature",6,3.2,0.5333333333333333,8
"Myanmar [Burma]","Nov-2024","Feature",4,5.783333333333333,1.4458333333333333,4
"Myanmar [Burma]","Oct-2024","Feature",6,4.5,0.75,10
"Myanmar [Burma]","Sep-2024","Feature",18,10.200000000000001,0.5666666666666667,26
"Namibia","Aug-2024","Feature",1,0.4666666666666667,0.4666666666666667,2
"Namibia","Dec-2024","Feature",2,2.5166666666666666,1.2583333333333333,5
"Namibia","Jan-2025","Feature",7,8.533333333333335,1.219047619047619,11
"Namibia","Sep-2024","Feature",1,1.75,1.75,2
"Nepal","Aug-2024","Feature",4,2.75,0.6875,4
"Nepal","Dec-2024","Feature",18,16.400000000000002,0.911111111111111,56
"Nepal","Jan-2025","Feature",10,8.55,0.8550000000000001,16
"Nepal","Nov-2024","Feature",27,22.75000000000001,0.8425925925925926,41
"Nepal","Oct-2024","Feature",18,12.900000000000002,0.7166666666666667,24
"Nepal","Sep-2024","Feature",10,9.583333333333336,0.9583333333333334,14
"Netherlands","Aug-2024","Feature",218,55157.05000000001,253.0139908256881,1182
"Netherlands","Dec-2024","Feature",222,161429.13333333426,727.1582582582582,5724
"Netherlands","Jan-2025","Feature",212,40986.516666666685,193.33262578616353,4396
"Netherlands","Nov-2024","Feature",353,82546.93333333521,233.84400377714826,4663
"Netherlands","Oct-2024","Feature",433,88444.566666667,204.25996920708238,3028
"Netherlands","Sep-2024","Feature",347,146808.50000000006,423.0792507204611,11297
"New Zealand","Aug-2024","Feature",39,343.60000000000014,8.810256410256411,71
"New Zealand","Dec-2024","Feature",12,1179.4500000000003,98.28750000000001,289
"New Zealand","Jan-2025","Feature",11,49.9,4.536363636363636,51
"New Zealand","Nov-2024","Feature",21,318.5833333333333,15.17063492063492,67
"New Zealand","Oct-2024","Feature",34,412.0666666666668,12.119607843137254,74
"New Zealand","Sep-2024","Feature",54,390.00000000000017,7.222222222222222,140
"Nicaragua","Aug-2024","Feature",2605,32218.599999999693,12.367984644913626,8829
"Nicaragua","Dec-2024","Feature",1431,17721.033333333235,12.383671092476124,6363
"Nicaragua","Jan-2025","Feature",1159,14119.166666666699,12.182197296519988,5765
"Nicaragua","Nov-2024","Feature",2451,22393.366666666447,9.136420508635931,9187
"Nicaragua","Oct-2024","Feature",3378,43401.65000000006,12.84832741267022,14386
"Nicaragua","Sep-2024","Feature",3140,38978.30000000002,12.413471337579619,12488
"Niger","Aug-2024","Feature",1,0.13333333333333333,0.13333333333333333,1
"Niger","Jan-2025","Feature",1,0.08333333333333333,0.08333333333333333,1
"Niger","Nov-2024","Feature",2,0.13333333333333333,0.06666666666666667,2
"Niger","Oct-2024","Feature",1,1.3333333333333333,1.3333333333333333,1
"Niger","Sep-2024","Feature",1,0.36666666666666664,0.36666666666666664,1
"Nigeria","Aug-2024","Feature",13,19.58333333333333,1.5064102564102564,19
"Nigeria","Dec-2024","Feature",41,24.55,0.598780487804878,60
"Nigeria","Jan-2025","Feature",24,14.716666666666665,0.6131944444444445,33
"Nigeria","Nov-2024","Feature",34,28.2,0.8294117647058823,41
"Nigeria","Oct-2024","Feature",51,33.98333333333331,0.6663398692810457,63
"Nigeria","Sep-2024","Feature",42,23.133333333333333,0.5507936507936508,52
"Norway","Aug-2024","Feature",17,27.76666666666667,1.6333333333333333,34
"Norway","Dec-2024","Feature",42,117.96666666666665,2.808730158730159,111
"Norway","Jan-2025","Feature",30,2158.966666666665,71.96555555555555,560
"Norway","Nov-2024","Feature",37,284.7166666666667,7.6950450450450445,169
"Norway","Oct-2024","Feature",38,389.93333333333334,10.261403508771929,132
"Norway","Sep-2024","Feature",31,105.30000000000007,3.396774193548387,78
"Oman","Aug-2024","Feature",9,1.8333333333333333,0.2037037037037037,10
"Oman","Dec-2024","Feature",24,54.65,2.277083333333333,57
"Oman","Jan-2025","Feature",39,132.6833333333333,3.402136752136752,73
"Oman","Nov-2024","Feature",32,17.95,0.5609375,61
"Oman","Oct-2024","Feature",34,65.38333333333333,1.9230392156862748,76
"Oman","Sep-2024","Feature",31,39.29999999999999,1.2677419354838708,51
"Pakistan","Aug-2024","Feature",98,123.6499999999999,1.261734693877551,145
"Pakistan","Dec-2024","Feature",368,3529.8000000000006,9.591847826086957,1085
"Pakistan","Jan-2025","Feature",262,685.1000000000003,2.614885496183206,586
"Pakistan","Nov-2024","Feature",325,1739.4166666666626,5.352051282051282,971
"Pakistan","Oct-2024","Feature",338,1356.666666666665,4.013806706114399,969
"Pakistan","Sep-2024","Feature",231,1272.3499999999988,5.508008658008658,646
"Palau","Nov-2024","Feature",1,0.1,0.1,1
"Palestinian Territories","Aug-2024","Feature",9,15.250000000000005,1.6944444444444444,12
"Palestinian Territories","Dec-2024","Feature",29,18.733333333333345,0.6459770114942529,117
"Palestinian Territories","Jan-2025","Feature",30,13.65,0.455,76
"Palestinian Territories","Nov-2024","Feature",35,17.36666666666667,0.4961904761904762,87
"Palestinian Territories","Oct-2024","Feature",38,21.3,0.5605263157894737,79
"Palestinian Territories","Sep-2024","Feature",21,12.500000000000009,0.5952380952380952,29
"Panama","Aug-2024","Feature",2799,22677.366666666367,8.10195307848041,8482
"Panama","Dec-2024","Feature",2181,21864.233333332966,10.02486626929543,7174
"Panama","Jan-2025","Feature",2007,25552.483333332933,12.731680783922936,7349
"Panama","Nov-2024","Feature",3070,31663.916666666017,10.31397937024973,9739
"Panama","Oct-2024","Feature",3330,40210.01666666676,12.075080080080081,11670
"Panama","Sep-2024","Feature",3239,34147.183333332934,10.542507975712669,10971
"Papua New Guinea","Aug-2024","Feature",1,3.3333333333333335,3.3333333333333335,1
"Papua New Guinea","Dec-2024","Feature",2,0.31666666666666665,0.15833333333333333,2
"Papua New Guinea","Nov-2024","Feature",6,2.683333333333333,0.4472222222222222,9
"Papua New Guinea","Oct-2024","Feature",4,1.0666666666666667,0.26666666666666666,4
"Papua New Guinea","Sep-2024","Feature",5,0.8833333333333335,0.17666666666666667,6
"Paraguay","Aug-2024","Feature",1831,31884.099999999802,17.413489896231567,8618
"Paraguay","Dec-2024","Feature",1449,19212.91666666649,13.25943179204049,5652
"Paraguay","Jan-2025","Feature",1262,17855.199999999946,14.148335974643423,5373
"Paraguay","Nov-2024","Feature",2478,39757.74999999987,16.044289749798224,8306
"Paraguay","Oct-2024","Feature",3151,45310.51666666712,14.379726012905957,11352
"Paraguay","Sep-2024","Feature",2747,46132.41666666687,16.793744691178254,11701
"Peru","Aug-2024","Feature",68380,836108.7666667639,12.227387637710832,235336
"Peru","Dec-2024","Feature",21605,597551.7000000022,27.658028234205045,129341
"Peru","Jan-2025","Feature",18098,459126.48333327693,25.368907245736178,102925
"Peru","Nov-2024","Feature",43210,868992.7833334699,20.110918383090333,179094
"Peru","Oct-2024","Feature",93061,1215553.7833336112,13.061903303567911,311398
"Peru","Sep-2024","Feature",84392,1059298.3333336506,12.552117894271179,280480
"Philippines","Aug-2024","Feature",238,639.9499999999994,2.6888655462184876,377
"Philippines","Dec-2024","Feature",356,693.9500000000005,1.949297752808989,554
"Philippines","Jan-2025","Feature",259,767.7999999999992,2.9644787644787645,457
"Philippines","Nov-2024","Feature",331,724.3833333333326,2.1884692849949645,503
"Philippines","Oct-2024","Feature",269,626.3,2.328252788104089,418
"Philippines","Sep-2024","Feature",240,933.9833333333327,3.8915972222222224,356
"Poland","Aug-2024","Feature",54,30.58333333333335,0.566358024691358,77
"Poland","Dec-2024","Feature",153,15880.083333333354,103.79139433551198,758
"Poland","Jan-2025","Feature",147,14749.533333333342,100.33696145124716,807
"Poland","Nov-2024","Feature",188,1464.9333333333284,7.792198581560284,585
"Poland","Oct-2024","Feature",178,396.4166666666675,2.227059925093633,710
"Poland","Sep-2024","Feature",117,318.9666666666674,2.726210826210826,325
"Portugal","Aug-2024","Feature",112,1109.1499999999996,9.903125000000001,387
"Portugal","Dec-2024","Feature",201,16927.466666666696,84.21625207296849,1036
"Portugal","Jan-2025","Feature",180,13838.183333333345,76.87879629629629,1151
"Portugal","Nov-2024","Feature",241,20494.74999999997,85.04045643153528,1203
"Portugal","Oct-2024","Feature",265,10147.30000000004,38.291698113207545,1662
"Portugal","Sep-2024","Feature",203,12484.849999999944,61.501724137931035,2129
"Puerto Rico","Aug-2024","Feature",12658,201435.86666666303,15.913719913625112,42700
"Puerto Rico","Dec-2024","Feature",1764,63335.21666666757,35.90431783824641,9399
"Puerto Rico","Jan-2025","Feature",1254,29396.016666666437,23.44179957469431,5627
"Puerto Rico","Nov-2024","Feature",6398,177328.51666666497,27.716242054808795,28059
"Puerto Rico","Oct-2024","Feature",11037,244122.71666665928,22.11857539790402,48997
"Puerto Rico","Sep-2024","Feature",13395,298035.89999998896,22.249787234042554,56508
"Qatar","Aug-2024","Feature",6,5.2333333333333325,0.8722222222222222,11
"Qatar","Dec-2024","Feature",19,209.58333333333337,11.030701754385966,36
"Qatar","Jan-2025","Feature",17,6.100000000000001,0.3588235294117647,39
"Qatar","Nov-2024","Feature",21,15.93333333333333,0.7587301587301587,48
"Qatar","Oct-2024","Feature",23,287.3333333333334,12.492753623188404,56
"Qatar","Sep-2024","Feature",19,729.8666666666667,38.4140350877193,47
"Romania","Aug-2024","Feature",66,112564.63333333335,1705.5247474747475,11569
"Romania","Dec-2024","Feature",231,104685.2333333334,453.1828282828283,11961
"Romania","Jan-2025","Feature",212,85848.55000000008,404.9459905660377,9838
"Romania","Nov-2024","Feature",214,100353.51666666669,468.94166666666666,11363
"Romania","Oct-2024","Feature",225,110601.09999999996,491.56044444444444,12070
"Romania","Sep-2024","Feature",163,118386.85000000005,726.2996932515338,11208
"Russia","Aug-2024","Feature",157,1721.3999999999992,10.964331210191084,617
"Russia","Dec-2024","Feature",367,1907.5166666666512,5.197593097184378,1555
"Russia","Jan-2025","Feature",381,14037.666666666688,36.84426946631671,4320
"Russia","Nov-2024","Feature",286,1237.4,4.326573426573427,1017
"Russia","Oct-2024","Feature",362,1575.1499999999917,4.351243093922652,1054
"Russia","Sep-2024","Feature",302,4799.683333333345,15.892991169977925,1103
"Rwanda","Dec-2024","Feature",1,0.3333333333333333,0.3333333333333333,1
"Rwanda","Nov-2024","Feature",2,0.31666666666666665,0.15833333333333333,3
"Rwanda","Oct-2024","Feature",1,0.36666666666666664,0.36666666666666664,1
"Rwanda","Sep-2024","Feature",2,0.7833333333333333,0.39166666666666666,2
"Réunion","Aug-2024","Feature",3,1.6500000000000001,0.5499999999999999,4
"Réunion","Dec-2024","Feature",6,114.46666666666667,19.07777777777778,15
"Réunion","Jan-2025","Feature",4,755.2333333333333,188.80833333333334,27
"Réunion","Nov-2024","Feature",1,0.2833333333333333,0.2833333333333333,2
"Réunion","Oct-2024","Feature",5,213.35000000000005,42.67,63
"Réunion","Sep-2024","Feature",5,5.649999999999999,1.1300000000000001,21
"Saint Kitts and Nevis","Aug-2024","Feature",1,0.03333333333333333,0.03333333333333333,2
"Saint Kitts and Nevis","Dec-2024","Feature",3,1.7666666666666666,0.5888888888888889,4
"Saint Kitts and Nevis","Jan-2025","Feature",4,0.45,0.1125,6
"Saint Kitts and Nevis","Nov-2024","Feature",7,1.9000000000000001,0.2714285714285714,13
"Saint Kitts and Nevis","Oct-2024","Feature",5,1.9333333333333336,0.38666666666666666,18
"Saint Kitts and Nevis","Sep-2024","Feature",4,5.2,1.3,10
"Saint Lucia","Aug-2024","Feature",3,0.13333333333333333,0.044444444444444446,3
"Saint Lucia","Dec-2024","Feature",6,8.133333333333333,1.3555555555555554,16
"Saint Lucia","Jan-2025","Feature",10,10.216666666666667,1.0216666666666667,16
"Saint Lucia","Nov-2024","Feature",15,17.933333333333334,1.1955555555555555,29
"Saint Lucia","Oct-2024","Feature",14,7.116666666666666,0.5083333333333333,25
"Saint Lucia","Sep-2024","Feature",7,0.65,0.09285714285714286,8
"Saint Martin","Oct-2024","Feature",1,0.05,0.05,1
"Saint Martin","Sep-2024","Feature",1,0.05,0.05,2
"Saint Vincent and the Grenadines","Aug-2024","Feature",1,7.666666666666666,7.666666666666667,2
"Saint Vincent and the Grenadines","Dec-2024","Feature",7,4.916666666666666,0.7023809523809524,7
"Saint Vincent and the Grenadines","Jan-2025","Feature",8,3.95,0.49375,10
"Saint Vincent and the Grenadines","Nov-2024","Feature",7,1.916666666666667,0.27380952380952384,8
"Saint Vincent and the Grenadines","Oct-2024","Feature",3,0.41666666666666663,0.1388888888888889,3
"Saint Vincent and the Grenadines","Sep-2024","Feature",3,3.183333333333333,1.0611111111111111,5
"Samoa","Dec-2024","Feature",2,0.13333333333333333,0.06666666666666667,2
"Samoa","Oct-2024","Feature",1,0.05,0.05,1
"Samoa","Sep-2024","Feature",1,0.03333333333333333,0.03333333333333333,1
"Saudi Arabia","Aug-2024","Feature",98,100.01666666666665,1.020578231292517,138
"Saudi Arabia","Dec-2024","Feature",361,1192.1999999999982,3.302493074792244,1032
"Saudi Arabia","Jan-2025","Feature",301,761.45,2.5297342192691032,792
"Saudi Arabia","Nov-2024","Feature",415,2406.1,5.797831325301205,1509
"Saudi Arabia","Oct-2024","Feature",384,1971.6666666666556,5.134548611111112,1256
