"Country","Date Month","Video Type","Uniques","Time Watched Minutes","Avg Min per Unique","Sessions"
"Bangladesh","Jan-2025","Bumper / Promo",6,1.45,0.24166666666666667,6
"Bangladesh","Nov-2024","Bumper / Promo",3,1.25,0.4166666666666667,3
"Bangladesh","Oct-2024","Bumper / Promo",13,3.9666666666666672,0.30512820512820515,13
"Bangladesh","Sep-2024","Bumper / Promo",6,6.566666666666666,1.0944444444444443,9
"Barbados","Dec-2024","Bumper / Promo",2,1.0666666666666667,0.5333333333333333,2
"Barbados","Nov-2024","Bumper / Promo",1,1,1,1
"Barbados","Oct-2024","Bumper / Promo",6,4.566666666666666,0.7611111111111111,7
"Barbados","Sep-2024","Bumper / Promo",1,0.8833333333333333,0.8833333333333333,1
"Belarus","Aug-2024","Bumper / Promo",1,0.23333333333333334,0.23333333333333334,1
"Belarus","Dec-2024","Bumper / Promo",2,6,3,4
"Belarus","Jan-2025","Bumper / Promo",3,0.2833333333333333,0.09444444444444444,4
"Belarus","Nov-2024","Bumper / Promo",2,2.1333333333333333,1.0666666666666667,3
"Belarus","Oct-2024","Bumper / Promo",4,6.566666666666666,1.6416666666666666,7
"Belarus","Sep-2024","Bumper / Promo",1,1.25,1.25,1
"Belgium","Aug-2024","Bumper / Promo",11,450.45000000000005,40.949999999999996,418
"Belgium","Dec-2024","Bumper / Promo",7,9.066666666666666,1.2952380952380953,14
"Belgium","Jan-2025","Bumper / Promo",2,2.2666666666666666,1.1333333333333333,3
"Belgium","Nov-2024","Bumper / Promo",8,8.816666666666666,1.1020833333333333,12
"Belgium","Oct-2024","Bumper / Promo",3,3.6166666666666667,1.2055555555555555,6
"Belgium","Sep-2024","Bumper / Promo",9,36.36666666666666,4.040740740740741,48
"Belize","Aug-2024","Bumper / Promo",3,18.516666666666666,6.172222222222222,11
"Belize","Dec-2024","Bumper / Promo",6,3.133333333333333,0.5222222222222223,6
"Belize","Jan-2025","Bumper / Promo",1,1,1,1
"Belize","Nov-2024","Bumper / Promo",7,8.316666666666666,1.188095238095238,10
"Belize","Oct-2024","Bumper / Promo",8,16.649999999999995,2.08125,17
"Belize","Sep-2024","Bumper / Promo",9,56.18333333333333,6.242592592592592,24
"Bermuda","Dec-2024","Bumper / Promo",1,1,1,1
"Bolivia","Aug-2024","Bumper / Promo",1154,3572.900000000003,3.096100519930676,3043
"Bolivia","Dec-2024","Bumper / Promo",235,593.1500000000001,2.524042553191489,522
"Bolivia","Jan-2025","Bumper / Promo",164,392.99999999999994,2.3963414634146343,346
"Bolivia","Nov-2024","Bumper / Promo",413,981.4333333333332,2.3763518966908794,863
"Bolivia","Oct-2024","Bumper / Promo",864,1684.2999999999975,1.9494212962962962,1618
"Bolivia","Sep-2024","Bumper / Promo",1062,2498.1666666666683,2.3523226616446955,2158
"Bosnia and Herzegovina","Aug-2024","Bumper / Promo",1,0.06666666666666667,0.06666666666666667,1
"Bosnia and Herzegovina","Jan-2025","Bumper / Promo",1,0.03333333333333333,0.03333333333333333,1
"Bosnia and Herzegovina","Nov-2024","Bumper / Promo",2,0.5666666666666667,0.2833333333333333,2
"Bosnia and Herzegovina","Sep-2024","Bumper / Promo",1,0.3,0.3,1
"Brazil","Aug-2024","Bumper / Promo",283,4617.933333333343,16.31778563015312,4563
"Brazil","Dec-2024","Bumper / Promo",956,23971.71666666631,25.075017433751743,20215
"Brazil","Jan-2025","Bumper / Promo",816,30140.983333333123,36.9374795751634,21584
"Brazil","Nov-2024","Bumper / Promo",936,15635.633333333259,16.70473646723647,13400
"Brazil","Oct-2024","Bumper / Promo",853,5526.783333333341,6.479230168034389,5619
"Brazil","Sep-2024","Bumper / Promo",881,4283.066666666683,4.861596670450246,4997
"Brunei","Aug-2024","Bumper / Promo",2,2,1,2
"Brunei","Nov-2024","Bumper / Promo",2,10,5,7
"Brunei","Sep-2024","Bumper / Promo",1,3.9166666666666665,3.9166666666666665,1
"Bulgaria","Aug-2024","Bumper / Promo",6,5.983333333333333,0.9972222222222222,8
"Bulgaria","Dec-2024","Bumper / Promo",7,6.083333333333334,0.869047619047619,10
"Bulgaria","Jan-2025","Bumper / Promo",6,1.8333333333333335,0.3055555555555555,7
"Bulgaria","Nov-2024","Bumper / Promo",5,1.1500000000000001,0.22999999999999998,5
"Bulgaria","Oct-2024","Bumper / Promo",5,8.616666666666667,1.7233333333333334,9
"Bulgaria","Sep-2024","Bumper / Promo",6,2.2,0.3666666666666667,6
"Burkina Faso","Aug-2024","Bumper / Promo",1,0.5833333333333334,0.5833333333333334,1
"Burkina Faso","Oct-2024","Bumper / Promo",1,1,1,1
"Cambodia","Sep-2024","Bumper / Promo",1,0.36666666666666664,0.36666666666666664,1
"Cameroon","Sep-2024","Bumper / Promo",1,0.5,0.5,1
"Canada","Aug-2024","Bumper / Promo",73,6943.433333333334,95.11552511415525,3610
"Canada","Dec-2024","Bumper / Promo",57,4269.400000000004,74.9017543859649,2319
"Canada","Jan-2025","Bumper / Promo",45,3652.666666666668,81.17037037037036,2025
"Canada","Nov-2024","Bumper / Promo",60,4772.500000000003,79.54166666666667,2506
"Canada","Oct-2024","Bumper / Promo",81,5852.883333333338,72.25781893004115,3070
"Canada","Sep-2024","Bumper / Promo",71,6838.300000000003,96.31408450704225,3607
"Caribbean Netherlands","Oct-2024","Bumper / Promo",2,3,1.5,3
"Cayman Islands","Sep-2024","Bumper / Promo",1,3,3,3
"Chile","Aug-2024","Bumper / Promo",2007,5632.050000000005,2.806203288490284,4846
"Chile","Dec-2024","Bumper / Promo",664,2312.966666666669,3.4833835341365464,1879
"Chile","Jan-2025","Bumper / Promo",595,1602.516666666665,2.6933053221288517,1383
"Chile","Nov-2024","Bumper / Promo",1125,2997.783333333331,2.664696296296296,2547
"Chile","Oct-2024","Bumper / Promo",1774,4772.816666666671,2.6904265313791806,4182
"Chile","Sep-2024","Bumper / Promo",1998,5038.3666666666895,2.5217050383717052,4505
"China","Aug-2024","Bumper / Promo",27,33.383333333333326,1.2364197530864198,43
"China","Dec-2024","Bumper / Promo",46,52.63333333333334,1.1442028985507247,81
"China","Jan-2025","Bumper / Promo",35,20.450000000000003,0.5842857142857143,52
"China","Nov-2024","Bumper / Promo",45,31.650000000000002,0.7033333333333333,60
"China","Oct-2024","Bumper / Promo",44,31.333333333333332,0.712121212121212,59
"China","Sep-2024","Bumper / Promo",33,32.31666666666666,0.9792929292929294,58
"Colombia","Aug-2024","Bumper / Promo",32857,49494.100000001024,1.5063487232553185,57988
"Colombia","Dec-2024","Bumper / Promo",2901,5617.533333333339,1.9364127312421007,5277
"Colombia","Jan-2025","Bumper / Promo",1991,3366.4500000000085,1.6908337518834755,3333
"Colombia","Nov-2024","Bumper / Promo",9583,15177.499999999869,1.5837942189293541,15570
"Colombia","Oct-2024","Bumper / Promo",27486,37145.60000000001,1.35143709524849,42412
"Colombia","Sep-2024","Bumper / Promo",28341,39917.766666667056,1.4084812344894913,46452
"Congo - Brazzaville","Dec-2024","Bumper / Promo",1,11,11,11
"Congo - Brazzaville","Jan-2025","Bumper / Promo",3,4.45,1.4833333333333334,5
"Congo - Brazzaville","Nov-2024","Bumper / Promo",4,11.033333333333333,2.7583333333333333,13
"Congo - Brazzaville","Oct-2024","Bumper / Promo",1,0.8666666666666667,0.8666666666666667,1
"Congo - Brazzaville","Sep-2024","Bumper / Promo",1,1,1,1
"Congo - Kinshasa","Dec-2024","Bumper / Promo",1,0.23333333333333334,0.23333333333333334,1
"Congo - Kinshasa","Oct-2024","Bumper / Promo",1,0.3,0.3,1
"Congo - Kinshasa","Sep-2024","Bumper / Promo",1,2.033333333333333,2.033333333333333,2
"Costa Rica","Aug-2024","Bumper / Promo",705,1091.6166666666659,1.5483924349881795,1187
"Costa Rica","Dec-2024","Bumper / Promo",125,403,3.224,312
"Costa Rica","Jan-2025","Bumper / Promo",100,217.2,2.1719999999999997,207
"Costa Rica","Nov-2024","Bumper / Promo",332,541.5166666666665,1.631074297188755,473
"Costa Rica","Oct-2024","Bumper / Promo",666,1115.6333333333334,1.6751251251251253,1070
"Costa Rica","Sep-2024","Bumper / Promo",697,1030.7666666666667,1.478861788617886,1092
"Croatia","Aug-2024","Bumper / Promo",1,0.31666666666666665,0.31666666666666665,1
"Croatia","Dec-2024","Bumper / Promo",2,0.35,0.175,2
"Croatia","Jan-2025","Bumper / Promo",2,0.4,0.2,2
"Croatia","Nov-2024","Bumper / Promo",3,5.583333333333333,1.861111111111111,5
"Croatia","Oct-2024","Bumper / Promo",1,0.06666666666666667,0.06666666666666667,1
"Cuba","Aug-2024","Bumper / Promo",186,220.35000000000002,1.1846774193548386,282
"Cuba","Dec-2024","Bumper / Promo",35,33.5,0.9571428571428572,45
"Cuba","Jan-2025","Bumper / Promo",20,38.050000000000004,1.9024999999999999,28
"Cuba","Nov-2024","Bumper / Promo",76,85.13333333333334,1.1201754385964913,95
"Cuba","Oct-2024","Bumper / Promo",137,171.71666666666664,1.2534063260340633,205
"Cuba","Sep-2024","Bumper / Promo",172,225.28333333333347,1.3097868217054263,259
"Curaçao","Aug-2024","Bumper / Promo",3,9.016666666666666,3.005555555555556,6
"Curaçao","Dec-2024","Bumper / Promo",6,30.416666666666668,5.069444444444445,19
"Curaçao","Jan-2025","Bumper / Promo",5,7.433333333333333,1.4866666666666668,8
"Curaçao","Nov-2024","Bumper / Promo",3,6.3,2.1,5
"Curaçao","Oct-2024","Bumper / Promo",2,4.183333333333334,2.091666666666667,4
"Curaçao","Sep-2024","Bumper / Promo",3,5.466666666666667,1.8222222222222222,6
"Cyprus","Nov-2024","Bumper / Promo",1,0.1,0.1,1
"Czech Republic","Aug-2024","Bumper / Promo",3,6.066666666666666,2.022222222222222,6
"Czech Republic","Dec-2024","Bumper / Promo",6,6.5,1.0833333333333333,10
"Czech Republic","Jan-2025","Bumper / Promo",1,0.2,0.2,1
"Czech Republic","Nov-2024","Bumper / Promo",4,2.4000000000000004,0.6,4
"Czech Republic","Oct-2024","Bumper / Promo",4,2.3833333333333337,0.5958333333333333,5
"Czech Republic","Sep-2024","Bumper / Promo",1,0.15,0.15,1
"Côte d’Ivoire","Dec-2024","Bumper / Promo",1,0.016666666666666666,0.016666666666666666,1
"Côte d’Ivoire","Jan-2025","Bumper / Promo",3,1.05,0.35000000000000003,3
"Côte d’Ivoire","Nov-2024","Bumper / Promo",1,0.08333333333333333,0.08333333333333333,1
"Côte d’Ivoire","Oct-2024","Bumper / Promo",2,4.333333333333334,2.1666666666666665,4
"Côte d’Ivoire","Sep-2024","Bumper / Promo",2,0.55,0.275,2
"Denmark","Aug-2024","Bumper / Promo",1,6.583333333333333,6.583333333333333,6
"Denmark","Jan-2025","Bumper / Promo",1,1,1,1
"Denmark","Sep-2024","Bumper / Promo",1,6,6,3
"Djibouti","Oct-2024","Bumper / Promo",1,0.016666666666666666,0.016666666666666666,1
"Dominican Republic","Aug-2024","Bumper / Promo",1754,3423.93333333334,1.9520714557202585,3514
"Dominican Republic","Dec-2024","Bumper / Promo",317,604.8666666666669,1.9080967402733964,580
"Dominican Republic","Jan-2025","Bumper / Promo",270,543.9333333333333,2.014567901234568,502
"Dominican Republic","Nov-2024","Bumper / Promo",704,1108.5833333333323,1.5746922348484846,1119
"Dominican Republic","Oct-2024","Bumper / Promo",1415,2412.7,1.7050883392226146,2365
"Dominican Republic","Sep-2024","Bumper / Promo",1662,2778.783333333332,1.6719514640994786,2902
"Ecuador","Aug-2024","Bumper / Promo",3229,14670.499999999985,4.543357076494271,11248
"Ecuador","Dec-2024","Bumper / Promo",1199,12424.416666666659,10.362315818737837,6959
"Ecuador","Jan-2025","Bumper / Promo",1099,10701.950000000004,9.737898089171976,6160
"Ecuador","Nov-2024","Bumper / Promo",1302,9145.23333333334,7.023988735279058,5993
"Ecuador","Oct-2024","Bumper / Promo",2045,8989.950000000004,4.396063569682152,7084
"Ecuador","Sep-2024","Bumper / Promo",2880,12308.033333333324,4.273622685185185,9512
"Egypt","Aug-2024","Bumper / Promo",17,16.133333333333333,0.9490196078431372,25
"Egypt","Dec-2024","Bumper / Promo",23,18.81666666666667,0.8181159420289855,38
"Egypt","Jan-2025","Bumper / Promo",10,7.049999999999999,0.705,10
"Egypt","Nov-2024","Bumper / Promo",28,15.600000000000001,0.5571428571428572,44
"Egypt","Oct-2024","Bumper / Promo",24,11.666666666666668,0.4861111111111111,30
"Egypt","Sep-2024","Bumper / Promo",19,23.083333333333336,1.2149122807017543,28
"El Salvador","Aug-2024","Bumper / Promo",885,1727.3666666666668,1.9518267419962334,1892
"El Salvador","Dec-2024","Bumper / Promo",200,353.3,1.7665,340
"El Salvador","Jan-2025","Bumper / Promo",155,302.5333333333335,1.9518279569892474,248
"El Salvador","Nov-2024","Bumper / Promo",367,574.766666666667,1.5661217075386011,589
"El Salvador","Oct-2024","Bumper / Promo",721,1059.6499999999996,1.4696948682385578,1225
"El Salvador","Sep-2024","Bumper / Promo",768,1513.3166666666666,1.9704644097222221,1551
"Equatorial Guinea","Aug-2024","Bumper / Promo",1,4,4,4
"Equatorial Guinea","Oct-2024","Bumper / Promo",1,4,4,3
"Equatorial Guinea","Sep-2024","Bumper / Promo",1,3,3,2
"Estonia","Aug-2024","Bumper / Promo",1,0.05,0.05,1
"Estonia","Dec-2024","Bumper / Promo",1,0.016666666666666666,0.016666666666666666,1
"Ethiopia","Aug-2024","Bumper / Promo",2,0.4666666666666667,0.23333333333333334,2
"Ethiopia","Dec-2024","Bumper / Promo",1,1,1,1
"Ethiopia","Jan-2025","Bumper / Promo",2,0.41666666666666663,0.20833333333333334,2
"Ethiopia","Nov-2024","Bumper / Promo",1,0.3333333333333333,0.3333333333333333,1
"Finland","Aug-2024","Bumper / Promo",3,684.85,228.28333333333333,354
"Finland","Dec-2024","Bumper / Promo",3,1074.3333333333333,358.1111111111111,567
"Finland","Jan-2025","Bumper / Promo",3,703,234.33333333333334,395
"Finland","Nov-2024","Bumper / Promo",5,977.0833333333333,195.41666666666669,580
"Finland","Oct-2024","Bumper / Promo",7,297.08333333333337,42.44047619047619,227
"Finland","Sep-2024","Bumper / Promo",4,731.1666666666666,182.79166666666666,519
"France","Aug-2024","Bumper / Promo",18,190.35,10.575,145
"France","Dec-2024","Bumper / Promo",34,1524.133333333333,44.82745098039216,877
"France","Jan-2025","Bumper / Promo",22,1392.6666666666665,63.303030303030305,477
"France","Nov-2024","Bumper / Promo",28,6892.650000000001,246.16607142857143,3246
"France","Oct-2024","Bumper / Promo",30,1312.3833333333332,43.74611111111111,506
"France","Sep-2024","Bumper / Promo",32,151.54999999999998,4.7359375,99
"French Guiana","Dec-2024","Bumper / Promo",1,0.06666666666666667,0.06666666666666667,1
"French Polynesia","Oct-2024","Bumper / Promo",1,1.6833333333333333,1.6833333333333333,1
"Gambia","Oct-2024","Bumper / Promo",1,0.03333333333333333,0.03333333333333333,1
"Georgia","Dec-2024","Bumper / Promo",2,0.30000000000000004,0.15,2
"Georgia","Jan-2025","Bumper / Promo",2,0.3833333333333333,0.19166666666666668,2
"Germany","Aug-2024","Bumper / Promo",230,9376.833333333325,40.76884057971015,7976
"Germany","Dec-2024","Bumper / Promo",367,2019.7999999999968,5.503542234332425,1845
"Germany","Jan-2025","Bumper / Promo",327,2412.316666666675,7.377115188583078,2259
"Germany","Nov-2024","Bumper / Promo",445,5824.699999999994,13.089213483146066,6100
"Germany","Oct-2024","Bumper / Promo",239,9376.583333333325,39.232566248256624,8886
"Germany","Sep-2024","Bumper / Promo",266,11633.466666666664,43.73483709273183,11476
"Ghana","Nov-2024","Bumper / Promo",1,0.41666666666666663,0.4166666666666667,2
"Greece","Aug-2024","Bumper / Promo",3,11.25,3.75,7
"Greece","Dec-2024","Bumper / Promo",7,0.95,0.1357142857142857,8
"Greece","Jan-2025","Bumper / Promo",3,2.1166666666666667,0.7055555555555556,4
"Greece","Nov-2024","Bumper / Promo",4,1.9666666666666668,0.49166666666666664,5
"Greece","Oct-2024","Bumper / Promo",5,4.300000000000001,0.86,7
"Greece","Sep-2024","Bumper / Promo",2,0.16666666666666666,0.08333333333333333,2
"Guatemala","Aug-2024","Bumper / Promo",913,1660.4833333333327,1.8187112084702446,1824
"Guatemala","Dec-2024","Bumper / Promo",209,514.1999999999999,2.4602870813397133,418
"Guatemala","Jan-2025","Bumper / Promo",173,229.9000000000001,1.3289017341040463,269
"Guatemala","Nov-2024","Bumper / Promo",407,1166.933333333334,2.8671580671580674,945
"Guatemala","Oct-2024","Bumper / Promo",784,1495.549999999999,1.9075892857142858,1507
"Guatemala","Sep-2024","Bumper / Promo",958,1708.0333333333315,1.7829157967988865,1746
"Guinea","Oct-2024","Bumper / Promo",1,0.1,0.1,1
"Guyana","Dec-2024","Bumper / Promo",3,39,13,39
"Guyana","Jan-2025","Bumper / Promo",3,43,14.333333333333334,41
"Guyana","Oct-2024","Bumper / Promo",1,19,19,19
"Guyana","Sep-2024","Bumper / Promo",1,30,30,30
"Haiti","Dec-2024","Bumper / Promo",2,1.0166666666666666,0.5083333333333333,2
"Haiti","Jan-2025","Bumper / Promo",3,0.55,0.18333333333333335,3
"Haiti","Oct-2024","Bumper / Promo",1,1,1,1
"Honduras","Aug-2024","Bumper / Promo",716,1250.516666666666,1.7465316573556797,1405
"Honduras","Dec-2024","Bumper / Promo",200,479.38333333333344,2.396916666666667,391
"Honduras","Jan-2025","Bumper / Promo",125,268.49999999999994,2.148,229
"Honduras","Nov-2024","Bumper / Promo",340,823.6833333333328,2.422598039215686,699
"Honduras","Oct-2024","Bumper / Promo",699,1346.0499999999972,1.9256795422031472,1395
"Honduras","Sep-2024","Bumper / Promo",677,1360.133333333333,2.0090595765632693,1336
"Hong Kong","Aug-2024","Bumper / Promo",9,2.333333333333333,0.2592592592592593,10
"Hong Kong","Dec-2024","Bumper / Promo",12,130.95,10.9125,133
"Hong Kong","Jan-2025","Bumper / Promo",8,183.08333333333334,22.885416666666668,184
"Hong Kong","Nov-2024","Bumper / Promo",2,304.34999999999997,152.175,196
"Hong Kong","Oct-2024","Bumper / Promo",8,48.150000000000006,6.01875,48
"Hong Kong","Sep-2024","Bumper / Promo",6,20.116666666666667,3.352777777777778,24
"Hungary","Aug-2024","Bumper / Promo",1,5,5,3
"Hungary","Dec-2024","Bumper / Promo",1,6,6,2
"Hungary","Jan-2025","Bumper / Promo",2,11,5.5,7
"Hungary","Nov-2024","Bumper / Promo",3,3.133333333333333,1.0444444444444445,4
"Hungary","Oct-2024","Bumper / Promo",1,0.05,0.05,1
"Hungary","Sep-2024","Bumper / Promo",2,0.36666666666666664,0.18333333333333332,3
"Iceland","Aug-2024","Bumper / Promo",1,20,20,12
"Iceland","Sep-2024","Bumper / Promo",1,6,6,5
"India","Aug-2024","Bumper / Promo",144,301.68333333333356,2.0950231481481483,400
"India","Dec-2024","Bumper / Promo",119,745.0666666666663,6.261064425770309,594
"India","Jan-2025","Bumper / Promo",76,715.0333333333334,9.408333333333333,405
"India","Nov-2024","Bumper / Promo",126,619.2499999999993,4.9146825396825395,543
"India","Oct-2024","Bumper / Promo",111,341.1,3.0729729729729733,392
"India","Sep-2024","Bumper / Promo",185,516.9833333333328,2.7945045045045047,600
"Indonesia","Aug-2024","Bumper / Promo",10,11.766666666666666,1.1766666666666667,18
"Indonesia","Dec-2024","Bumper / Promo",44,55.349999999999994,1.2579545454545455,60
"Indonesia","Jan-2025","Bumper / Promo",24,52.53333333333334,2.1888888888888887,48
"Indonesia","Nov-2024","Bumper / Promo",42,65.45000000000002,1.5583333333333333,70
"Indonesia","Oct-2024","Bumper / Promo",69,74.04999999999998,1.0731884057971015,93
"Indonesia","Sep-2024","Bumper / Promo",28,51.68333333333333,1.8458333333333332,46
"Iran","Aug-2024","Bumper / Promo",9,7.416666666666666,0.8240740740740741,10
"Iran","Dec-2024","Bumper / Promo",9,6.466666666666666,0.7185185185185186,12
"Iran","Jan-2025","Bumper / Promo",8,2.2,0.275,8
"Iran","Nov-2024","Bumper / Promo",8,2.2333333333333334,0.2791666666666667,8
"Iran","Oct-2024","Bumper / Promo",10,5.55,0.5549999999999999,12
"Iran","Sep-2024","Bumper / Promo",13,7.3999999999999995,0.5692307692307692,15
"Iraq","Aug-2024","Bumper / Promo",6,8.833333333333332,1.4722222222222223,10
"Iraq","Dec-2024","Bumper / Promo",6,1.7166666666666666,0.2861111111111111,7
"Iraq","Jan-2025","Bumper / Promo",7,5.733333333333333,0.819047619047619,8
"Iraq","Nov-2024","Bumper / Promo",6,2.0166666666666666,0.3361111111111111,6
"Iraq","Oct-2024","Bumper / Promo",12,2.4,0.19999999999999998,13
"Iraq","Sep-2024","Bumper / Promo",13,26.950000000000003,2.073076923076923,28
"Ireland","Aug-2024","Bumper / Promo",22,15.916666666666666,0.7234848484848485,28
"Ireland","Dec-2024","Bumper / Promo",7,0.15,0.02142857142857143,7
"Ireland","Jan-2025","Bumper / Promo",21,17.28333333333333,0.8230158730158731,29
"Ireland","Nov-2024","Bumper / Promo",9,0.16666666666666666,0.018518518518518517,9
"Ireland","Oct-2024","Bumper / Promo",31,13.583333333333343,0.4381720430107527,37
"Ireland","Sep-2024","Bumper / Promo",81,304.95,3.7648148148148146,358
"Israel","Aug-2024","Bumper / Promo",3,2.3666666666666667,0.7888888888888889,3
"Israel","Dec-2024","Bumper / Promo",4,0.8333333333333334,0.20833333333333334,4
"Israel","Jan-2025","Bumper / Promo",1,1,1,1
"Israel","Nov-2024","Bumper / Promo",7,13.349999999999998,1.907142857142857,17
"Israel","Oct-2024","Bumper / Promo",5,2.3166666666666664,0.4633333333333334,6
"Israel","Sep-2024","Bumper / Promo",6,2.0166666666666666,0.3361111111111111,7
"Italy","Aug-2024","Bumper / Promo",12,7.766666666666666,0.6472222222222223,14
"Italy","Dec-2024","Bumper / Promo",19,99.38333333333334,5.230701754385965,54
"Italy","Jan-2025","Bumper / Promo",15,19,1.2666666666666666,22
"Italy","Nov-2024","Bumper / Promo",21,468.7166666666667,22.31984126984127,211
"Italy","Oct-2024","Bumper / Promo",18,272.48333333333335,15.137962962962964,98
"Italy","Sep-2024","Bumper / Promo",10,9.183333333333334,0.9183333333333333,14
"Jamaica","Aug-2024","Bumper / Promo",3,1.2333333333333332,0.41111111111111115,4
"Jamaica","Dec-2024","Bumper / Promo",3,0.26666666666666666,0.08888888888888889,3
"Jamaica","Jan-2025","Bumper / Promo",3,1.45,0.48333333333333334,3
"Jamaica","Nov-2024","Bumper / Promo",5,3.8333333333333335,0.7666666666666667,6
"Jamaica","Oct-2024","Bumper / Promo",7,7,1,11
"Jamaica","Sep-2024","Bumper / Promo",2,3.066666666666667,1.5333333333333334,3
"Japan","Aug-2024","Bumper / Promo",37,74.35,2.0094594594594595,78
"Japan","Dec-2024","Bumper / Promo",6,1.0333333333333332,0.17222222222222225,6
"Japan","Jan-2025","Bumper / Promo",3,3,1,3
"Japan","Nov-2024","Bumper / Promo",4,1.5999999999999999,0.4,4
"Japan","Oct-2024","Bumper / Promo",32,63.93333333333332,1.9979166666666666,60
"Japan","Sep-2024","Bumper / Promo",18,35.18333333333333,1.9546296296296295,40
"Jordan","Aug-2024","Bumper / Promo",4,1.7833333333333332,0.44583333333333336,4
"Jordan","Dec-2024","Bumper / Promo",2,0.5333333333333333,0.26666666666666666,2
"Jordan","Jan-2025","Bumper / Promo",3,0.16666666666666666,0.05555555555555555,3
"Jordan","Nov-2024","Bumper / Promo",4,0.4833333333333334,0.12083333333333333,4
"Jordan","Oct-2024","Bumper / Promo",3,0.3666666666666667,0.12222222222222222,3
"Jordan","Sep-2024","Bumper / Promo",4,3.9,0.975,5
"Kazakhstan","Jan-2025","Bumper / Promo",1,1.0333333333333334,1.0333333333333334,1
"Kazakhstan","Nov-2024","Bumper / Promo",1,0.08333333333333333,0.08333333333333333,1
"Kenya","Oct-2024","Bumper / Promo",2,2.4,1.2,3
"Kenya","Sep-2024","Bumper / Promo",1,0.05,0.05,1
"Kuwait","Dec-2024","Bumper / Promo",1,0.8333333333333334,0.8333333333333334,1
"Kuwait","Jan-2025","Bumper / Promo",1,0.6333333333333333,0.6333333333333333,1
"Kuwait","Nov-2024","Bumper / Promo",1,1.2666666666666666,1.2666666666666666,1
"Kuwait","Oct-2024","Bumper / Promo",1,3,3,2
"Kuwait","Sep-2024","Bumper / Promo",3,1.2,0.39999999999999997,3
"Kyrgyzstan","Dec-2024","Bumper / Promo",1,0.08333333333333333,0.08333333333333333,1
"Latvia","Dec-2024","Bumper / Promo",1,3,3,2
"Latvia","Jan-2025","Bumper / Promo",2,4,2,3
"Latvia","Nov-2024","Bumper / Promo",2,3.1,1.55,4
"Latvia","Oct-2024","Bumper / Promo",2,1.1,0.55,2
"Latvia","Sep-2024","Bumper / Promo",1,0.25,0.25,1
"Lebanon","Aug-2024","Bumper / Promo",3,0.16666666666666666,0.05555555555555555,3
"Lebanon","Dec-2024","Bumper / Promo",3,1.6666666666666667,0.5555555555555556,3
"Lebanon","Jan-2025","Bumper / Promo",1,3,3,3
"Lebanon","Nov-2024","Bumper / Promo",4,1.2833333333333334,0.32083333333333336,4
"Lebanon","Oct-2024","Bumper / Promo",3,0.4666666666666667,0.15555555555555556,3
"Lebanon","Sep-2024","Bumper / Promo",2,1.0333333333333334,0.5166666666666667,2
"Libya","Jan-2025","Bumper / Promo",4,0.26666666666666666,0.06666666666666667,4
"Libya","Nov-2024","Bumper / Promo",1,0.15,0.15,1
"Libya","Oct-2024","Bumper / Promo",1,0.016666666666666666,0.016666666666666666,1
"Libya","Sep-2024","Bumper / Promo",2,2.3833333333333333,1.1916666666666667,4
"Lithuania","Aug-2024","Bumper / Promo",1,1.0833333333333333,1.0833333333333333,3
"Lithuania","Dec-2024","Bumper / Promo",2,438,219,250
"Lithuania","Jan-2025","Bumper / Promo",5,569.2666666666667,113.85333333333332,263
"Lithuania","Nov-2024","Bumper / Promo",1,149,149,77
"Lithuania","Oct-2024","Bumper / Promo",1,0.05,0.05,1
"Lithuania","Sep-2024","Bumper / Promo",3,1.2666666666666666,0.4222222222222222,3
"Luxembourg","Nov-2024","Bumper / Promo",1,1,1,1
"Luxembourg","Sep-2024","Bumper / Promo",1,3.1833333333333336,3.183333333333333,3
"Macedonia","Aug-2024","Bumper / Promo",3,1.1,0.3666666666666667,3
"Macedonia","Dec-2024","Bumper / Promo",2,8.333333333333334,4.166666666666667,3
"Macedonia","Jan-2025","Bumper / Promo",2,4,2,3
"Macedonia","Nov-2024","Bumper / Promo",1,0.05,0.05,1
"Macedonia","Oct-2024","Bumper / Promo",1,0.05,0.05,1
"Macedonia","Sep-2024","Bumper / Promo",1,3,3,3
"Madagascar","Aug-2024","Bumper / Promo",1,0.016666666666666666,0.016666666666666666,1
"Madagascar","Jan-2025","Bumper / Promo",1,3,3,3
"Madagascar","Oct-2024","Bumper / Promo",1,1,1,1
"Malawi","Sep-2024","Bumper / Promo",1,0.1,0.1,1
"Malaysia","Aug-2024","Bumper / Promo",2,3.0166666666666666,1.5083333333333333,3
"Malaysia","Dec-2024","Bumper / Promo",7,62.81666666666667,8.973809523809525,55
"Malaysia","Jan-2025","Bumper / Promo",6,5.6,0.9333333333333332,6
"Malaysia","Nov-2024","Bumper / Promo",3,153.75,51.25,101
"Malaysia","Oct-2024","Bumper / Promo",7,149.01666666666665,21.28809523809524,100
"Malaysia","Sep-2024","Bumper / Promo",5,5.216666666666667,1.0433333333333334,8
"Mali","Dec-2024","Bumper / Promo",1,0.016666666666666666,0.016666666666666666,1
"Mali","Nov-2024","Bumper / Promo",1,1,1,1
"Malta","Dec-2024","Bumper / Promo",1,0.25,0.25,2
"Malta","Jan-2025","Bumper / Promo",1,0.13333333333333333,0.13333333333333333,1
"Malta","Nov-2024","Bumper / Promo",1,1,1,1
