"Country","Date Month","Client","Uniques","Time Watched Minutes","Avg Min per Unique","Video Starts","Sessions"
"Trinidad and Tobago","Aug-2024","Canela",192,7.666666666666667,0.03993055555555556,3,949
"Trinidad and Tobago","Dec-2024","Canela",29,0,0,0,230
"Trinidad and Tobago","Feb-2024","Canela",106,90.81666666666666,0.8567610062893082,17,629
"Trinidad and Tobago","Jan-2024","Canela",97,275.56666666666666,2.840893470790378,16,672
"Trinidad and Tobago","Jan-2025","Canela",27,0,0,0,161
"Trinidad and Tobago","Jul-2024","Canela",140,9.766666666666667,0.06976190476190476,2,564
"Trinidad and Tobago","Jun-2024","Canela",106,47.9,0.4518867924528302,6,502
"Trinidad and Tobago","Mar-2024","Canela",90,92.13333333333334,1.0237037037037038,6,530
"Trinidad and Tobago","May-2024","Canela",107,16.65,0.155607476635514,4,453
"Trinidad and Tobago","Nov-2024","Canela",93,0,0,0,466
"Trinidad and Tobago","Oct-2024","Canela",129,0,0,1,575
"Trinidad and Tobago","Sep-2024","Canela",127,738.6666666666666,5.816272965879265,38,611
"Tunisia","Apr-2024","Canela",102,33.766666666666666,0.3310457516339869,27,204
"Tunisia","Aug-2024","Canela",97,5.416666666666667,0.05584192439862543,4,189
"Tunisia","Dec-2024","Canela",7,0,0,0,15
"Tunisia","Feb-2024","Canela",76,160.71666666666667,2.1146929824561402,41,152
"Tunisia","Jan-2024","Canela",26,2.433333333333333,0.09358974358974358,3,33
"Tunisia","Jan-2025","Canela",3,0,0,0,4
"Tunisia","Jul-2024","Canela",90,0.15,0.0016666666666666666,2,242
"Tunisia","Jun-2024","Canela",108,1.1,0.010185185185185186,5,191
"Tunisia","Mar-2024","Canela",26,57.71666666666667,2.219871794871795,8,41
"Tunisia","May-2024","Canela",91,76.91666666666667,0.8452380952380953,7,163
"Tunisia","Nov-2024","Canela",28,0,0,1,46
"Tunisia","Oct-2024","Canela",70,1.35,0.019285714285714288,1,131
"Tunisia","Sep-2024","Canela",69,3.3833333333333333,0.04903381642512077,1,106
"Turkey","Apr-2024","Canela",254,2151.15,8.469094488188977,43,486
"Turkey","Aug-2024","Canela",544,181.55,0.33373161764705883,7,1048
"Turkey","Dec-2024","Canela",23,0,0,0,147
"Turkey","Feb-2024","Canela",274,399.73333333333335,1.4588807785888078,35,485
"Turkey","Jan-2024","Canela",223,427.6166666666667,1.9175635276532137,36,325
"Turkey","Jan-2025","Canela",19,0,0,0,101
"Turkey","Jul-2024","Canela",369,35.5,0.09620596205962059,28,802
"Turkey","Jun-2024","Canela",337,485.76666666666665,1.4414441147378831,9,675
"Turkey","Mar-2024","Canela",192,462.81666666666666,2.410503472222222,28,296
"Turkey","May-2024","Canela",264,1160.4,4.3954545454545455,22,574
"Turkey","Nov-2024","Canela",146,0.8666666666666667,0.005936073059360731,2,279
"Turkey","Oct-2024","Canela",391,46.53333333333333,0.11901108269394714,6,772
"Turkey","Sep-2024","Canela",313,588.5,1.8801916932907348,9,619
"Turkmenistan","Aug-2024","Canela",5,0,0,0,7
"Turkmenistan","Jul-2024","Canela",7,0,0,0,8
"Turkmenistan","Jun-2024","Canela",1,0,0,0,1
"Turkmenistan","Mar-2024","Canela",1,0,0,0,2
"Turkmenistan","Nov-2024","Canela",2,0,0,0,2
"Turkmenistan","Oct-2024","Canela",2,0,0,0,2
"Turkmenistan","Sep-2024","Canela",2,0,0,0,4
"Turks and Caicos Islands","Apr-2024","Canela",9,0,0,0,25
"Turks and Caicos Islands","Aug-2024","Canela",5,0,0,0,10
"Turks and Caicos Islands","Dec-2024","Canela",2,0,0,0,5
"Turks and Caicos Islands","Feb-2024","Canela",5,1.0666666666666667,0.21333333333333332,2,10
"Turks and Caicos Islands","Jan-2024","Canela",9,0,0,0,63
"Turks and Caicos Islands","Jan-2025","Canela",2,0,0,0,5
"Turks and Caicos Islands","Jul-2024","Canela",12,0,0,0,18
"Turks and Caicos Islands","Jun-2024","Canela",6,0,0,0,10
"Turks and Caicos Islands","Mar-2024","Canela",14,0.55,0.03928571428571429,1,35
"Turks and Caicos Islands","May-2024","Canela",10,0,0,0,15
"Turks and Caicos Islands","Nov-2024","Canela",4,0,0,0,7
"Turks and Caicos Islands","Oct-2024","Canela",10,0,0,0,27
"Turks and Caicos Islands","Sep-2024","Canela",6,0,0,0,14
"U.S. Virgin Islands","Apr-2024","Canela",99,11935.85,120.56414141414142,912,837
"U.S. Virgin Islands","Aug-2024","Canela",117,19431.5,166.0811965811966,1314,979
"U.S. Virgin Islands","Dec-2024","Canela",14,5881.9,420.13571428571424,235,165
"U.S. Virgin Islands","Feb-2024","Canela",94,17885.833333333332,190.27482269503545,1427,893
"U.S. Virgin Islands","Jan-2024","Canela",112,15543.683333333332,138.7828869047619,1374,966
"U.S. Virgin Islands","Jan-2025","Canela",12,1339.4833333333333,111.62361111111112,46,79
"U.S. Virgin Islands","Jul-2024","Canela",101,13070,129.40594059405942,903,923
"U.S. Virgin Islands","Jun-2024","Canela",107,7434.133333333333,69.47788161993769,620,708
"U.S. Virgin Islands","Mar-2024","Canela",103,21187.1,205.7,1182,949
"U.S. Virgin Islands","May-2024","Canela",96,17346.15,180.6890625,882,870
"U.S. Virgin Islands","Nov-2024","Canela",80,6277.833333333333,78.47291666666666,482,373
"U.S. Virgin Islands","Oct-2024","Canela",105,28240.433333333334,268.95650793650793,1935,985
"U.S. Virgin Islands","Sep-2024","Canela",100,18610.633333333335,186.10633333333334,1325,927
"Uganda","Apr-2024","Canela",35,0,0,1,45
"Uganda","Aug-2024","Canela",26,0,0,0,71
"Uganda","Dec-2024","Canela",8,0,0,0,12
"Uganda","Feb-2024","Canela",16,1.4833333333333334,0.09270833333333334,10,25
"Uganda","Jan-2024","Canela",6,14.166666666666666,2.361111111111111,4,29
"Uganda","Jan-2025","Canela",6,0,0,0,7
"Uganda","Jul-2024","Canela",36,0,0,0,68
"Uganda","Jun-2024","Canela",60,0.5166666666666667,0.008611111111111113,2,83
"Uganda","Mar-2024","Canela",7,0.95,0.1357142857142857,1,15
"Uganda","May-2024","Canela",41,0,0,0,52
"Uganda","Nov-2024","Canela",8,0,0,0,23
"Uganda","Oct-2024","Canela",21,0.05,0.002380952380952381,1,46
"Uganda","Sep-2024","Canela",26,0,0,0,52
"Ukraine","Apr-2024","Canela",40,0,0,1,148
"Ukraine","Aug-2024","Canela",83,0.13333333333333333,0.001606425702811245,1,195
"Ukraine","Dec-2024","Canela",7,0,0,0,49
"Ukraine","Feb-2024","Canela",36,1.6333333333333333,0.045370370370370366,1,79
"Ukraine","Jan-2024","Canela",32,1.15,0.0359375,6,143
"Ukraine","Jan-2025","Canela",4,0,0,0,28
"Ukraine","Jul-2024","Canela",105,0,0,0,270
"Ukraine","Jun-2024","Canela",61,0,0,0,228
"Ukraine","Mar-2024","Canela",29,4.2,0.14482758620689656,1,141
"Ukraine","May-2024","Canela",49,17.716666666666665,0.3615646258503401,2,160
"Ukraine","Nov-2024","Canela",35,0,0,0,96
"Ukraine","Oct-2024","Canela",64,5.833333333333333,0.09114583333333333,2,102
"Ukraine","Sep-2024","Canela",42,0,0,0,64
"United Arab Emirates","Apr-2024","Canela",294,64,0.21768707482993196,15,740
"United Arab Emirates","Aug-2024","Canela",410,0,0,0,844
"United Arab Emirates","Dec-2024","Canela",15,0,0,0,68
"United Arab Emirates","Feb-2024","Canela",238,130.61666666666667,0.5488095238095239,70,669
"United Arab Emirates","Jan-2024","Canela",143,117.7,0.8230769230769232,30,380
"United Arab Emirates","Jan-2025","Canela",6,0,0,0,21
"United Arab Emirates","Jul-2024","Canela",367,38.46666666666667,0.10481380563124433,2,799
"United Arab Emirates","Jun-2024","Canela",455,347.4166666666667,0.7635531135531136,10,1005
"United Arab Emirates","Mar-2024","Canela",100,57.03333333333333,0.5703333333333334,18,333
"United Arab Emirates","May-2024","Canela",245,0.6166666666666667,0.0025170068027210884,1,615
"United Arab Emirates","Nov-2024","Canela",71,59.3,0.8352112676056338,4,225
"United Arab Emirates","Oct-2024","Canela",213,26.4,0.12394366197183097,1,485
"United Arab Emirates","Sep-2024","Canela",217,0,0,0,431
"United Kingdom","Apr-2024","Canela",891,401.1,0.4501683501683502,92,1586
"United Kingdom","Aug-2024","Canela",1024,121.48333333333333,0.11863606770833333,24,1870
"United Kingdom","Dec-2024","Canela",82,127.46666666666667,1.5544715447154471,5,192
"United Kingdom","Feb-2024","Canela",782,771.7333333333333,0.9868712702472293,221,1379
"United Kingdom","Jan-2024","Canela",592,224.05,0.37846283783783785,68,985
"United Kingdom","Jan-2025","Canela",52,0.8333333333333334,0.016025641025641028,2,111
"United Kingdom","Jul-2024","Canela",946,650.4166666666666,0.6875440451021846,43,1663
"United Kingdom","Jun-2024","Canela",935,408.6,0.4370053475935829,25,1838
"United Kingdom","Mar-2024","Canela",528,370.56666666666666,0.7018308080808081,51,860
"United Kingdom","May-2024","Canela",980,701.4666666666667,0.7157823129251701,95,1790
"United Kingdom","Nov-2024","Canela",388,230.7,0.5945876288659794,22,685
"United Kingdom","Oct-2024","Canela",1080,425.75,0.394212962962963,30,1949
"United Kingdom","Sep-2024","Canela",847,425.35,0.5021841794569067,37,1372
"United States","Apr-2024","Canela",440285,19848571.75,45.08119002464313,1795555,1268878
"United States","Aug-2024","Canela",489197,19812657.566666666,40.5003660420376,1926316,1236790
"United States","Dec-2024","Canela",51390,4474016.716666667,87.0600645391451,203716,233966
"United States","Feb-2024","Canela",365826,21560653.05,58.9369073001919,2035358,1220215
"United States","Jan-2024","Canela",363418,28584261.333333332,78.65395036386016,2531926,1330828
"United States","Jan-2025","Canela",36762,3508399.7333333334,95.43549679923109,153737,180830
"United States","Jul-2024","Canela",572582,18654177.866666667,32.57905045332663,1969384,1319541
"United States","Jun-2024","Canela",657579,19194082.516666666,29.189013816844312,1901696,1419594
"United States","Mar-2024","Canela",329658,19136009.366666667,58.048066076560154,1920972,1149033
"United States","May-2024","Canela",524541,17860543.233333334,34.04985164807581,1719110,1306955
"United States","Nov-2024","Canela",258131,13898998.533333333,53.8447475635756,1170976,801531
"United States","Oct-2024","Canela",529708,25579251.216666665,48.289342839199456,2459931,1487903
"United States","Sep-2024","Canela",484673,21179506.316666666,43.69854792131327,1978426,1207064
"Uruguay","Apr-2024","Canela",4215,353159.4166666667,83.78633847370503,16079,13376
"Uruguay","Aug-2024","Canela",5391,388850.9,72.12964199591913,17400,15750
"Uruguay","Dec-2024","Canela",447,73695.25,164.86633109619686,3475,2478
"Uruguay","Feb-2024","Canela",3543,270231.4,76.27191645498166,13600,12058
"Uruguay","Jan-2024","Canela",3480,282349.5,81.13491379310345,16037,11698
"Uruguay","Jan-2025","Canela",306,31242.3,102.09901960784313,1499,1523
"Uruguay","Jul-2024","Canela",5302,312538.0833333333,58.94720545706023,13907,13001
"Uruguay","Jun-2024","Canela",5422,354855.4,65.44732571007009,15372,13034
"Uruguay","Mar-2024","Canela",3669,280874.56666666665,76.55343872081403,13511,12718
"Uruguay","May-2024","Canela",4145,370897.0833333333,89.48059911540008,17514,13581
"Uruguay","Nov-2024","Canela",3355,228654.4,68.15332339791355,10377,10315
"Uruguay","Oct-2024","Canela",4532,405813.85,89.5440975286849,16420,16081
"Uruguay","Sep-2024","Canela",4377,408503.8,93.3296321681517,17611,16311
"Uzbekistan","Apr-2024","Canela",47,1.0333333333333334,0.02198581560283688,2,1504
"Uzbekistan","Aug-2024","Canela",26,0,0,0,751
"Uzbekistan","Dec-2024","Canela",10,0,0,0,600
"Uzbekistan","Feb-2024","Canela",46,11.216666666666667,0.24384057971014492,19,1520
"Uzbekistan","Jan-2024","Canela",11,5.283333333333333,0.4803030303030303,6,234
"Uzbekistan","Jan-2025","Canela",12,0,0,0,537
"Uzbekistan","Jul-2024","Canela",32,0,0,0,953
"Uzbekistan","Jun-2024","Canela",39,0,0,0,897
"Uzbekistan","Mar-2024","Canela",32,50.71666666666667,1.5848958333333334,7,2130
"Uzbekistan","May-2024","Canela",37,0,0,0,1331
"Uzbekistan","Nov-2024","Canela",19,0,0,0,739
"Uzbekistan","Oct-2024","Canela",110,17.416666666666668,0.15833333333333335,1,816
"Uzbekistan","Sep-2024","Canela",15,0,0,0,746
"Vanuatu","Jul-2024","Canela",1,0,0,0,1
"Vanuatu","Mar-2024","Canela",1,0,0,0,1
"Vatican City","May-2024","Canela",1,0,0,0,1
"Venezuela","Apr-2024","Canela",33200,5084386.216666667,153.14416315261045,297325,152458
"Venezuela","Aug-2024","Canela",57190,8134883.316666666,142.2431074779973,453790,230814
"Venezuela","Dec-2024","Canela",3424,650619.3666666667,190.01733839563863,36536,24939
"Venezuela","Feb-2024","Canela",33125,4800556.75,144.9224679245283,304341,146437
"Venezuela","Jan-2024","Canela",37781,5364970.733333333,142.00181925659282,332561,171410
"Venezuela","Jan-2025","Canela",2811,539121.4166666666,191.78990276295505,28604,19536
"Venezuela","Jul-2024","Canela",56228,7670725.6,136.42181119726826,441309,220611
"Venezuela","Jun-2024","Canela",53565,7414363.016666667,138.41805314415507,432410,210320
"Venezuela","Mar-2024","Canela",37367,4609730.1,123.36366580137553,293636,166886
"Venezuela","May-2024","Canela",39482,6165759.166666667,156.16633318136536,364208,183730
"Venezuela","Nov-2024","Canela",38661,3726787.683333333,96.39656716932653,230799,132545
"Venezuela","Oct-2024","Canela",47720,7282085.683333334,152.60028674210673,437376,217719
"Venezuela","Sep-2024","Canela",45386,7606178.183333334,167.58864370804508,438015,214987
"Vietnam","Apr-2024","Canela",78,0,0,0,111
"Vietnam","Aug-2024","Canela",56,46.016666666666666,0.8217261904761904,4,124
"Vietnam","Dec-2024","Canela",1,0,0,0,2
"Vietnam","Feb-2024","Canela",31,0.31666666666666665,0.010215053763440859,4,57
"Vietnam","Jan-2024","Canela",34,0,0,0,42
"Vietnam","Jul-2024","Canela",94,67.26666666666667,0.7156028368794326,1,161
"Vietnam","Jun-2024","Canela",147,0,0,0,219
"Vietnam","Mar-2024","Canela",32,0.45,0.0140625,1,47
"Vietnam","May-2024","Canela",77,0,0,0,110
"Vietnam","Nov-2024","Canela",29,0,0,0,40
"Vietnam","Oct-2024","Canela",61,0,0,0,87
"Vietnam","Sep-2024","Canela",52,67.43333333333334,1.2967948717948719,1,66
"Yemen","Apr-2024","Canela",28,13.483333333333333,0.481547619047619,1,55
"Yemen","Aug-2024","Canela",63,5.116666666666666,0.08121693121693122,3,109
"Yemen","Dec-2024","Canela",3,0,0,0,5
"Yemen","Feb-2024","Canela",13,0.8166666666666667,0.06282051282051282,4,29
"Yemen","Jan-2024","Canela",6,0,0,1,9
"Yemen","Jan-2025","Canela",3,0,0,0,3
"Yemen","Jul-2024","Canela",44,0,0,0,117
"Yemen","Jun-2024","Canela",45,0,0,2,103
"Yemen","Mar-2024","Canela",8,1.55,0.19375,4,14
"Yemen","May-2024","Canela",34,0,0,0,58
"Yemen","Nov-2024","Canela",11,0,0,0,15
"Yemen","Oct-2024","Canela",42,0,0,0,90
"Yemen","Sep-2024","Canela",33,0,0,0,51
"Zambia","Apr-2024","Canela",56,25.933333333333334,0.4630952380952381,10,89
"Zambia","Aug-2024","Canela",37,0,0,0,73
"Zambia","Dec-2024","Canela",9,0,0,0,16
"Zambia","Feb-2024","Canela",13,0.7333333333333333,0.056410256410256404,4,25
"Zambia","Jan-2024","Canela",7,0,0,0,9
"Zambia","Jan-2025","Canela",3,0,0,0,6
"Zambia","Jul-2024","Canela",18,0,0,0,34
"Zambia","Jun-2024","Canela",43,0,0,1,68
"Zambia","Mar-2024","Canela",5,0,0,0,6
"Zambia","May-2024","Canela",64,5.55,0.08671875,7,105
"Zambia","Nov-2024","Canela",15,0,0,0,17
"Zambia","Oct-2024","Canela",25,0,0,0,51
"Zambia","Sep-2024","Canela",23,0,0,0,39
"Zimbabwe","Apr-2024","Canela",7,0,0,0,11
"Zimbabwe","Aug-2024","Canela",6,0,0,0,6
"Zimbabwe","Feb-2024","Canela",7,1.3833333333333333,0.1976190476190476,4,9
"Zimbabwe","Jan-2024","Canela",2,0,0,0,3
"Zimbabwe","Jul-2024","Canela",9,0,0,1,24
"Zimbabwe","Jun-2024","Canela",10,0,0,0,23
"Zimbabwe","Mar-2024","Canela",1,0,0,1,1
"Zimbabwe","May-2024","Canela",24,0,0,0,39
"Zimbabwe","Nov-2024","Canela",2,0,0,0,3
"Zimbabwe","Oct-2024","Canela",4,0,0,0,7
"Zimbabwe","Sep-2024","Canela",4,0,0,0,4
"Åland Islands","Jul-2024","Canela",1,0,0,0,1
