"Country","Date Month","Video Type","Uniques","Time Watched Minutes","Avg Min per Unique","Video Starts","Sessions"
"Nigeria","Feb-2024","Episode",2,0.21666666666666667,0.10833333333333334,3,3
"Nigeria","May-2024","Episode",3,10.133333333333333,3.3777777777777778,3,3
"Nigeria","Oct-2024","Episode",1,3.533333333333333,3.533333333333333,2,2
"Norway","Apr-2024","Episode",1,93.36666666666666,93.36666666666666,3,3
"Norway","Aug-2024","Episode",1,44.96666666666667,44.96666666666667,4,4
"Norway","Feb-2024","Episode",2,1.85,0.925,2,2
"Norway","May-2024","Episode",1,45.61666666666667,45.61666666666667,1,1
"Norway","Nov-2024","Episode",2,152.91666666666666,76.45833333333333,4,4
"Oman","Oct-2024","Episode",1,43.2,43.2,2,2
"Pakistan","Apr-2024","Episode",3,32.333333333333336,10.777777777777779,7,7
"Pakistan","Aug-2024","Episode",2,55.3,27.65,5,5
"Pakistan","Dec-2024","Episode",1,1.5666666666666667,1.5666666666666667,2,2
"Pakistan","Feb-2024","Episode",1,25.966666666666665,25.966666666666665,1,1
"Pakistan","Jan-2024","Episode",1,1.3,1.3,2,2
"Pakistan","Jun-2024","Episode",1,30,30,2,2
"Pakistan","Mar-2024","Episode",1,133.5,133.5,9,9
"Pakistan","May-2024","Episode",4,174.58333333333334,43.645833333333336,6,6
"Pakistan","Sep-2024","Episode",1,33.81666666666667,33.81666666666667,3,3
"Palestinian Territories","Oct-2024","Episode",1,0.23333333333333334,0.23333333333333334,1,1
"Panama","Apr-2024","Episode",2125,537453.1,252.91910588235294,21133,19844
"Panama","Aug-2024","Episode",5014,1749731.6833333333,348.9692228427071,59767,56851
"Panama","Dec-2024","Episode",385,84020.76666666666,218.23575757575756,5855,5144
"Panama","Feb-2024","Episode",1216,212065.56666666668,174.39602521929825,11774,10554
"Panama","Jan-2024","Episode",1584,279300.0833333333,176.32581018518516,17247,15341
"Panama","Jan-2025","Episode",247,86459.56666666667,350.0387314439946,4589,4108
"Panama","Jul-2024","Episode",3269,871039.4666666667,266.4544101152238,32758,30521
"Panama","Jun-2024","Episode",1956,563353.0333333333,288.01279822767555,20177,18812
"Panama","Mar-2024","Episode",1345,342312.1,254.50713754646839,14564,13523
"Panama","May-2024","Episode",1666,375278.86666666664,225.25742296918767,15855,14701
"Panama","Nov-2024","Episode",3062,773323.55,252.5550457217505,30195,28215
"Panama","Oct-2024","Episode",6443,1845194.7,286.38750582027006,67455,63646
"Panama","Sep-2024","Episode",5737,1884561.6833333333,328.49253674975307,68807,65458
"Papua New Guinea","Jun-2024","Episode",1,23.883333333333333,23.883333333333333,1,1
"Paraguay","Apr-2024","Episode",944,268038.5,283.93908898305085,12150,11420
"Paraguay","Aug-2024","Episode",1000,259630.03333333333,259.6300333333333,11570,10598
"Paraguay","Dec-2024","Episode",206,42021.4,203.9873786407767,2780,2503
"Paraguay","Feb-2024","Episode",655,150161.88333333333,229.2547837150127,8987,8045
"Paraguay","Jan-2024","Episode",717,169202.88333333333,235.9872849837285,8545,7618
"Paraguay","Jan-2025","Episode",143,42899.8,299.9986013986014,2338,2104
"Paraguay","Jul-2024","Episode",1123,282919,251.9314336598397,12138,11317
"Paraguay","Jun-2024","Episode",1079,275075.8,254.93586654309544,11130,10540
"Paraguay","Mar-2024","Episode",722,168930.21666666667,233.97536934441368,8485,7859
"Paraguay","May-2024","Episode",1147,322856.51666666666,281.47909038070327,13229,12400
"Paraguay","Nov-2024","Episode",627,146139.76666666666,233.07777777777778,7015,6512
"Paraguay","Oct-2024","Episode",1085,281487.8333333333,259.4357910906298,13232,12438
"Paraguay","Sep-2024","Episode",941,292441.0833333333,310.77692171448814,13246,12163
"Peru","Apr-2024","Episode",22301,6097976.85,273.4396148154791,227437,213951
"Peru","Aug-2024","Episode",34865,8490069.35,243.51267316793346,428781,398063
"Peru","Dec-2024","Episode",3374,937352.3333333334,277.81634064414146,50900,45558
"Peru","Feb-2024","Episode",9450,2469232.066666667,261.2943985890653,106339,98794
"Peru","Jan-2024","Episode",12449,3029030.1333333333,243.31513642327363,131043,122167
"Peru","Jan-2025","Episode",2376,771060.8333333334,324.52055274971946,42325,37303
"Peru","Jul-2024","Episode",44593,7893901.833333333,177.02109822916898,420914,390864
"Peru","Jun-2024","Episode",50929,7643533.033333333,150.0821346056929,404238,376378
"Peru","Mar-2024","Episode",13113,3527304.216666667,268.99292432446174,136630,127422
"Peru","May-2024","Episode",30809,6104748.366666666,198.14821534832893,290071,269726
"Peru","Nov-2024","Episode",18632,3990491.3,214.17407148990984,213811,197128
"Peru","Oct-2024","Episode",41578,8050366.966666667,193.6208323312008,428279,396291
"Peru","Sep-2024","Episode",33742,7149773.816666666,211.8953771758244,357368,330775
"Philippines","Jan-2024","Episode",2,82.78333333333333,41.391666666666666,2,2
"Poland","Aug-2024","Episode",1,6.45,6.45,4,3
"Poland","May-2024","Episode",1,44.3,44.3,1,1
"Poland","Oct-2024","Episode",2,66.48333333333333,33.24166666666667,2,2
"Poland","Sep-2024","Episode",2,27.383333333333333,13.691666666666666,2,2
"Portugal","Apr-2024","Episode",1,5.083333333333333,5.083333333333333,1,1
"Portugal","Aug-2024","Episode",2,28.616666666666667,14.308333333333334,2,2
"Portugal","Feb-2024","Episode",1,0.08333333333333333,0.08333333333333333,1,1
"Portugal","Jul-2024","Episode",2,27.866666666666667,13.933333333333334,2,2
"Portugal","May-2024","Episode",1,44.416666666666664,44.416666666666664,1,1
"Portugal","Nov-2024","Episode",3,199.76666666666668,66.58888888888889,4,4
"Portugal","Oct-2024","Episode",1,0,0,1,1
"Portugal","Sep-2024","Episode",1,24.033333333333335,24.033333333333335,2,2
"Puerto Rico","Apr-2024","Episode",5779,1276142.9833333334,220.82418815250622,98050,92128
"Puerto Rico","Aug-2024","Episode",4838,1042711.8333333334,215.52538927931653,77390,73306
"Puerto Rico","Dec-2024","Episode",701,179188.53333333333,255.61844983357108,9575,8862
"Puerto Rico","Feb-2024","Episode",4980,1160419.9333333333,233.01605087014727,102877,96883
"Puerto Rico","Jan-2024","Episode",5895,1471497.85,249.61795589482614,123439,116132
"Puerto Rico","Jan-2025","Episode",316,110234.11666666667,348.84214135021097,5699,5216
"Puerto Rico","Jul-2024","Episode",5389,1186711.9,220.2100389682687,92361,86819
"Puerto Rico","Jun-2024","Episode",4967,901242.4666666667,181.44603717871283,76742,72555
"Puerto Rico","Mar-2024","Episode",5954,1203686.1,202.16427611689622,100249,93425
"Puerto Rico","May-2024","Episode",5177,1003671.4333333333,193.87124460755908,80976,75717
"Puerto Rico","Nov-2024","Episode",4077,687161.0666666667,168.54576077180934,55642,52245
"Puerto Rico","Oct-2024","Episode",6427,1161735.75,180.7586354442197,100579,94017
"Puerto Rico","Sep-2024","Episode",5050,1029989.4666666667,203.9583102310231,77142,73163
"Romania","Aug-2024","Episode",1,0.6333333333333333,0.6333333333333333,5,4
"Romania","Jul-2024","Episode",1,0.13333333333333333,0.13333333333333333,1,1
"Romania","May-2024","Episode",2,21.733333333333334,10.866666666666667,2,2
"Romania","Nov-2024","Episode",2,49.06666666666667,24.533333333333335,3,3
"Romania","Oct-2024","Episode",5,126.63333333333334,25.326666666666668,10,7
"Romania","Sep-2024","Episode",1,43.88333333333333,43.88333333333333,1,1
"Russia","Apr-2024","Episode",1,0.3,0.3,1,1
"Russia","Aug-2024","Episode",4,44.916666666666664,11.229166666666666,8,6
"Russia","Feb-2024","Episode",1,0.4666666666666667,0.4666666666666667,2,2
"Russia","Jul-2024","Episode",3,15.633333333333333,5.211111111111111,4,4
"Russia","Jun-2024","Episode",2,38.85,19.425,3,3
"Russia","Mar-2024","Episode",2,16.066666666666666,8.033333333333333,3,2
"Russia","May-2024","Episode",1,0.75,0.75,1,1
"Russia","Oct-2024","Episode",3,22.716666666666665,7.572222222222222,7,6
"Saudi Arabia","Jul-2024","Episode",1,2.566666666666667,2.566666666666667,3,3
"Saudi Arabia","Jun-2024","Episode",1,40.56666666666667,40.56666666666667,1,1
"Saudi Arabia","Oct-2024","Episode",1,0,0,1,1
"Saudi Arabia","Sep-2024","Episode",1,16.766666666666666,16.766666666666666,3,3
"Senegal","Feb-2024","Episode",1,0,0,1,1
"Senegal","Jun-2024","Episode",1,0,0,1,1
"Senegal","May-2024","Episode",1,14.166666666666666,14.166666666666666,5,5
"Serbia","Apr-2024","Episode",1,2.3666666666666667,2.3666666666666667,1,1
"Serbia","Jun-2024","Episode",1,0.26666666666666666,0.26666666666666666,2,1
"Seychelles","Feb-2024","Episode",1,0.6,0.6,2,2
"Sierra Leone","Apr-2024","Episode",1,1.3,1.3,1,1
"Singapore","Apr-2024","Episode",3,13.033333333333333,4.344444444444444,5,5
"Singapore","Aug-2024","Episode",3,198.25,66.08333333333333,13,13
"Singapore","Feb-2024","Episode",3,47.13333333333333,15.71111111111111,12,12
"Singapore","Jan-2024","Episode",1,0,0,2,1
"Singapore","Jun-2024","Episode",2,0,0,5,5
"Singapore","Mar-2024","Episode",2,21.8,10.9,2,2
"Singapore","May-2024","Episode",3,80.86666666666666,26.955555555555552,8,7
"Singapore","Oct-2024","Episode",4,12.633333333333333,3.158333333333333,6,6
"Singapore","Sep-2024","Episode",1,25.766666666666666,25.766666666666666,2,2
"Sint Maarten","Jul-2024","Episode",1,149.15,149.15,7,7
"Sint Maarten","Jun-2024","Episode",1,0,0,2,2
"South Africa","Apr-2024","Episode",5,614.3166666666667,122.86333333333334,14,14
"South Africa","Aug-2024","Episode",1,39.38333333333333,39.38333333333333,1,1
"South Africa","Jan-2024","Episode",2,128.9,64.45,5,5
"South Africa","Jul-2024","Episode",1,0,0,2,2
"South Africa","May-2024","Episode",2,123.15,61.575,3,3
"South Korea","Apr-2024","Episode",1,31.633333333333333,31.633333333333333,2,2
"South Korea","Jun-2024","Episode",1,33.35,33.35,5,5
"South Korea","Mar-2024","Episode",1,0,0,2,2
"South Korea","May-2024","Episode",1,25.566666666666666,25.566666666666666,1,1
"South Korea","Sep-2024","Episode",2,0.21666666666666667,0.10833333333333334,2,2
"Spain","Apr-2024","Episode",18,2340.616666666667,130.03425925925927,93,86
"Spain","Aug-2024","Episode",11,1684.65,153.15,139,138
"Spain","Dec-2024","Episode",2,32.05,16.025,7,7
"Spain","Feb-2024","Episode",11,1660.45,150.95000000000002,87,86
"Spain","Jan-2024","Episode",10,1075.4166666666667,107.54166666666667,66,64
"Spain","Jul-2024","Episode",11,290.8666666666667,26.44242424242424,17,17
"Spain","Jun-2024","Episode",25,2149.1666666666665,85.96666666666665,161,155
"Spain","Mar-2024","Episode",19,2273.8333333333335,119.67543859649123,114,106
"Spain","May-2024","Episode",79,7086.366666666667,89.70084388185654,596,583
"Spain","Nov-2024","Episode",16,635.2333333333333,39.702083333333334,23,22
"Spain","Oct-2024","Episode",30,2492.3,83.07666666666667,167,151
"Spain","Sep-2024","Episode",14,4139.9,295.70714285714286,320,317
"Sri Lanka","Jun-2024","Episode",1,126.5,126.5,4,4
"Sri Lanka","Mar-2024","Episode",1,0,0,2,1
"Sudan","Oct-2024","Episode",1,0,0,1,1
"Suriname","Apr-2024","Episode",2,6.033333333333333,3.0166666666666666,2,2
"Suriname","Aug-2024","Episode",2,0.85,0.425,2,2
"Suriname","Dec-2024","Episode",1,0.7166666666666667,0.7166666666666667,1,1
"Suriname","Jun-2024","Episode",1,0.05,0.05,1,1
"Suriname","May-2024","Episode",3,4.583333333333333,1.5277777777777777,5,5
"Swaziland","Feb-2024","Episode",1,0.6,0.6,2,2
"Sweden","Aug-2024","Episode",1,1.5833333333333333,1.5833333333333333,2,1
"Sweden","Jan-2024","Episode",1,39.9,39.9,2,2
"Sweden","Jun-2024","Episode",3,84.96666666666667,28.322222222222223,4,4
"Sweden","May-2024","Episode",1,3.6,3.6,1,1
"Sweden","Nov-2024","Episode",1,111.3,111.3,4,4
"Sweden","Oct-2024","Episode",1,33.233333333333334,33.233333333333334,2,2
"Switzerland","Apr-2024","Episode",2,45.983333333333334,22.991666666666667,4,4
"Switzerland","Aug-2024","Episode",1,0.1,0.1,1,1
"Switzerland","Feb-2024","Episode",1,44.166666666666664,44.166666666666664,1,1
"Switzerland","Jul-2024","Episode",1,28.933333333333334,28.933333333333334,1,1
"Switzerland","Mar-2024","Episode",2,267.73333333333335,133.86666666666667,6,5
"Switzerland","May-2024","Episode",3,404.51666666666665,134.83888888888887,11,11
"Switzerland","Sep-2024","Episode",1,44.266666666666666,44.266666666666666,1,1
"Thailand","Jan-2024","Episode",1,239.75,239.75,7,7
"Thailand","Sep-2024","Episode",1,1.6,1.6,2,2
"Togo","Apr-2024","Episode",1,85.13333333333334,85.13333333333334,4,4
"Togo","Jul-2024","Episode",1,0.36666666666666664,0.36666666666666664,1,1
"Togo","Jun-2024","Episode",2,11.5,5.75,3,3
"Togo","May-2024","Episode",2,633.8666666666667,316.93333333333334,19,19
"Trinidad and Tobago","Aug-2024","Episode",1,0.8833333333333333,0.8833333333333333,2,2
"Trinidad and Tobago","Feb-2024","Episode",1,20.266666666666666,20.266666666666666,3,3
"Trinidad and Tobago","Jul-2024","Episode",1,8.016666666666667,8.016666666666667,1,1
"Trinidad and Tobago","Mar-2024","Episode",2,90.55,45.275,2,2
"Trinidad and Tobago","Oct-2024","Episode",1,0,0,1,1
"Trinidad and Tobago","Sep-2024","Episode",2,701.0333333333333,350.51666666666665,32,32
"Tunisia","Apr-2024","Episode",1,11.266666666666667,11.266666666666667,1,1
"Tunisia","Feb-2024","Episode",1,2.0833333333333335,2.0833333333333335,1,1
"Tunisia","Sep-2024","Episode",1,3.3833333333333333,3.3833333333333333,1,1
"Turkey","Apr-2024","Episode",2,255.18333333333334,127.59166666666667,8,8
"Turkey","Aug-2024","Episode",1,0.36666666666666664,0.36666666666666664,2,2
"Turkey","Feb-2024","Episode",1,43.43333333333333,43.43333333333333,1,1
"Turkey","Jan-2024","Episode",2,142.8,71.4,10,10
"Turkey","Jul-2024","Episode",2,4.233333333333333,2.1166666666666667,5,5
"Turkey","Jun-2024","Episode",1,0.15,0.15,2,2
"Turkey","Mar-2024","Episode",2,191.63333333333333,95.81666666666666,5,5
"Turkey","May-2024","Episode",2,121.08333333333333,60.541666666666664,4,4
"Turkey","Nov-2024","Episode",2,0.8666666666666667,0.43333333333333335,2,2
"Turkey","Oct-2024","Episode",1,42.96666666666667,42.96666666666667,1,1
"U.S. Virgin Islands","Apr-2024","Episode",30,9634.683333333332,321.1561111111111,755,723
"U.S. Virgin Islands","Aug-2024","Episode",40,17033.983333333334,425.8495833333333,1195,1112
"U.S. Virgin Islands","Dec-2024","Episode",2,5849.016666666666,2924.508333333333,232,222
"U.S. Virgin Islands","Feb-2024","Episode",28,15073.583333333334,538.3422619047619,1286,1203
"U.S. Virgin Islands","Jan-2024","Episode",41,14162.55,345.4280487804878,1290,1180
"U.S. Virgin Islands","Jan-2025","Episode",3,1266.75,422.25,44,44
"U.S. Virgin Islands","Jul-2024","Episode",36,12453.766666666666,345.93796296296296,807,753
"U.S. Virgin Islands","Jun-2024","Episode",39,6481.083333333333,166.18162393162393,439,391
"U.S. Virgin Islands","Mar-2024","Episode",37,19184.283333333333,518.4941441441441,1019,953
"U.S. Virgin Islands","May-2024","Episode",34,15502.883333333333,455.96715686274507,734,678
"U.S. Virgin Islands","Nov-2024","Episode",22,4821.033333333334,219.1378787878788,424,410
"U.S. Virgin Islands","Oct-2024","Episode",34,25139.65,739.4014705882354,1821,1716
"U.S. Virgin Islands","Sep-2024","Episode",38,16105.3,423.8236842105263,1168,1090
"Uganda","Oct-2024","Episode",1,0.05,0.05,1,1
"Ukraine","Aug-2024","Episode",1,0.13333333333333333,0.13333333333333333,1,1
"United Arab Emirates","Apr-2024","Episode",1,1.6333333333333333,1.6333333333333333,1,1
"United Arab Emirates","Jun-2024","Episode",3,74.48333333333333,24.82777777777778,3,3
"United Arab Emirates","Mar-2024","Episode",1,46.7,46.7,1,1
"United Arab Emirates","Nov-2024","Episode",1,40.233333333333334,40.233333333333334,1,1
"United Arab Emirates","Oct-2024","Episode",1,26.4,26.4,1,1
"United Kingdom","Apr-2024","Episode",3,13.666666666666666,4.555555555555555,6,6
"United Kingdom","Aug-2024","Episode",5,116.33333333333333,23.266666666666666,9,9
"United Kingdom","Dec-2024","Episode",2,28.35,14.175,3,3
"United Kingdom","Feb-2024","Episode",5,16.2,3.2399999999999998,11,11
"United Kingdom","Jan-2024","Episode",3,69.75,23.25,6,6
"United Kingdom","Jan-2025","Episode",1,0.8333333333333334,0.8333333333333334,2,2
"United Kingdom","Jul-2024","Episode",9,514.9,57.21111111111111,25,25
"United Kingdom","Jun-2024","Episode",1,56.95,56.95,1,1
"United Kingdom","Mar-2024","Episode",1,3.1166666666666667,3.1166666666666667,1,1
"United Kingdom","May-2024","Episode",12,449.8333333333333,37.48611111111111,33,33
"United Kingdom","Nov-2024","Episode",4,230.7,57.675,20,19
"United Kingdom","Oct-2024","Episode",8,420.9,52.6125,22,22
"United Kingdom","Sep-2024","Episode",7,223.61666666666667,31.945238095238096,11,11
"United States","Apr-2024","Episode",116017,16112462.15,138.88018264564676,1359425,1273014
"United States","Aug-2024","Episode",112324,14353408.366666667,127.78576587965766,1299820,1217010
"United States","Dec-2024","Episode",13968,3530021.5833333335,252.72204920771287,159158,147670
"United States","Feb-2024","Episode",105795,17254713.75,163.09573940167306,1556903,1424209
"United States","Jan-2024","Episode",125986,22997975.6,182.54389852840794,1960509,1812167
"United States","Jan-2025","Episode",8073,2910030.7,360.46459804285894,125736,116327
"United States","Jul-2024","Episode",123412,14031419.733333332,113.69574865761298,1398172,1297977
"United States","Jun-2024","Episode",126792,15102343.783333333,119.11117249773908,1357166,1279580
"United States","Mar-2024","Episode",104086,15187695.416666666,145.91487247724638,1430292,1310582
"United States","May-2024","Episode",116752,13874704.616666667,118.83911724567174,1208530,1133800
"United States","Nov-2024","Episode",88196,11440262.716666667,129.7140767910865,935369,861265
"United States","Oct-2024","Episode",165942,20325480.916666668,122.48545224636722,1866408,1719760
"United States","Sep-2024","Episode",138861,15332537.516666668,110.4164417415017,1348026,1274516
"Uruguay","Apr-2024","Episode",1311,245021.33333333334,186.89651665395374,10443,9798
"Uruguay","Aug-2024","Episode",1307,246539.58333333334,188.63013261922978,10698,10090
"Uruguay","Dec-2024","Episode",137,55134,402.4379562043796,2550,2282
"Uruguay","Feb-2024","Episode",945,191065.8,202.18603174603174,8956,8144
"Uruguay","Jan-2024","Episode",921,196626.25,213.49212812160695,11392,10115
"Uruguay","Jan-2025","Episode",90,23952.116666666665,266.1346296296296,1067,1002
"Uruguay","Jul-2024","Episode",1276,179511.36666666667,140.6828892371996,8063,7583
"Uruguay","Jun-2024","Episode",1254,200487.06666666668,159.87804359383307,8646,8104
"Uruguay","Mar-2024","Episode",836,196307.65,234.81776315789472,8618,7935
"Uruguay","May-2024","Episode",1154,223135.16666666666,193.35803004043905,10446,9691
"Uruguay","Nov-2024","Episode",688,168881.76666666666,245.46768410852712,7604,7103
"Uruguay","Oct-2024","Episode",1389,288837.3333333333,207.94624430045596,11554,11040
"Uruguay","Sep-2024","Episode",1263,279862.0333333333,221.58514119820532,11714,10956
"Venezuela","Apr-2024","Episode",13456,3964643.35,294.63758546373367,226232,208087
"Venezuela","Aug-2024","Episode",18123,6183690.766666667,341.2067961522191,336154,308707
"Venezuela","Dec-2024","Episode",1237,500774.0833333333,404.8294933980059,29200,26330
"Venezuela","Feb-2024","Episode",12892,3713470.066666667,288.04452890681563,229490,209693
"Venezuela","Jan-2024","Episode",13910,4159199.5166666666,299.00787323268634,254900,232779
"Venezuela","Jan-2025","Episode",1023,429191.93333333335,419.5424568263278,23358,20856
"Venezuela","Jul-2024","Episode",18998,5871993.916666667,309.08484665052464,330686,303391
"Venezuela","Jun-2024","Episode",20434,5589761.5,273.55199667221297,321382,295873
"Venezuela","Mar-2024","Episode",12305,3527161.4166666665,286.6445686035487,221028,199893
"Venezuela","May-2024","Episode",16150,4654928.283333333,288.2308534571723,268029,247252
"Venezuela","Nov-2024","Episode",11433,3021825.4166666665,264.30730487769324,190220,172409
"Venezuela","Oct-2024","Episode",19998,5763051.283333333,288.18138230489717,346055,317006
"Venezuela","Sep-2024","Episode",17719,5825268.383333334,328.7583037041218,331307,302905
"Yemen","Aug-2024","Episode",1,5.116666666666666,5.116666666666666,2,2
"Afghanistan","Apr-2024","Feature",3,0.8333333333333334,0.2777777777777778,4,4
"Afghanistan","Feb-2024","Feature",16,102.76666666666667,6.422916666666667,19,18
"Afghanistan","Jan-2024","Feature",6,33.96666666666667,5.661111111111111,20,18
"Afghanistan","Mar-2024","Feature",1,0,0,1,1
"Afghanistan","Oct-2024","Feature",2,10.716666666666667,5.358333333333333,3,3
"Albania","Apr-2024","Feature",2,2.3,1.15,2,2
"Albania","Aug-2024","Feature",2,0.21666666666666667,0.10833333333333334,2,2
"Albania","Feb-2024","Feature",2,2.75,1.375,2,2
"Albania","May-2024","Feature",1,0.1,0.1,2,1
"Albania","Nov-2024","Feature",2,2.0166666666666666,1.0083333333333333,2,2
"Albania","Sep-2024","Feature",1,0,0,1,1
"Algeria","Apr-2024","Feature",57,453.8833333333333,7.962865497076023,116,107
"Algeria","Aug-2024","Feature",6,34.63333333333333,5.772222222222222,7,7
"Algeria","Feb-2024","Feature",121,467.2,3.861157024793388,198,182
"Algeria","Jan-2024","Feature",31,91.35,2.946774193548387,68,62
"Algeria","Jul-2024","Feature",10,63.3,6.33,37,37
"Algeria","Jun-2024","Feature",23,129.66666666666666,5.637681159420289,31,31
"Algeria","Mar-2024","Feature",24,96.58333333333333,4.024305555555555,61,52
"Algeria","May-2024","Feature",25,416.8333333333333,16.673333333333332,51,49
"Algeria","Nov-2024","Feature",1,2.8,2.8,1,1
"Algeria","Oct-2024","Feature",9,22.483333333333334,2.4981481481481485,10,10
"Algeria","Sep-2024","Feature",7,15.65,2.2357142857142858,11,11
"American Samoa","Feb-2024","Feature",1,0.7,0.7,1,1
"Andorra","Jan-2024","Feature",2,42.61666666666667,21.308333333333334,2,2
"Andorra","Mar-2024","Feature",1,0,0,1,1
"Angola","Apr-2024","Feature",11,3.9166666666666665,0.356060606060606,12,12
"Angola","Aug-2024","Feature",4,189.13333333333333,47.28333333333333,4,4
"Angola","Feb-2024","Feature",22,21.483333333333334,0.9765151515151516,39,32
"Angola","Jan-2024","Feature",5,4.5,0.9,11,9
"Angola","Jul-2024","Feature",3,14.35,4.783333333333333,9,8
"Angola","Jun-2024","Feature",4,0.4,0.1,4,4
"Angola","Mar-2024","Feature",3,3.1333333333333333,1.0444444444444445,3,3
"Angola","May-2024","Feature",15,126.66666666666667,8.444444444444445,35,35
"Angola","Nov-2024","Feature",1,0,0,1,1
"Angola","Sep-2024","Feature",1,0.75,0.75,1,1
"Anguilla","Jan-2024","Feature",1,0.5833333333333334,0.5833333333333334,1,1
"Anguilla","Mar-2024","Feature",2,0.7833333333333333,0.39166666666666666,2,2
"Antigua and Barbuda","Feb-2024","Feature",2,0.7,0.35,2,2
"Antigua and Barbuda","Jan-2024","Feature",2,4.95,2.475,2,2
"Antigua and Barbuda","Jul-2024","Feature",1,0.5666666666666667,0.5666666666666667,1,1
"Antigua and Barbuda","Jun-2024","Feature",1,3.6666666666666665,3.6666666666666665,1,1
"Antigua and Barbuda","Mar-2024","Feature",1,0,0,1,1
"Argentina","Apr-2024","Feature",8253,782320.2833333333,94.79223110787996,40676,38284
"Argentina","Aug-2024","Feature",11193,1058669.8,94.58320378808185,51345,48568
"Argentina","Dec-2024","Feature",1140,93378.61666666667,81.91106725146199,5100,4757
"Argentina","Feb-2024","Feature",7655,631279.3833333333,82.46628129762682,37161,34650
"Argentina","Jan-2024","Feature",7668,682993.2166666667,89.070581203269,36291,34067
"Argentina","Jan-2025","Feature",837,75061.31666666667,89.6789924332935,3867,3561
"Argentina","Jul-2024","Feature",10600,998364.8,94.18535849056605,47661,44932
"Argentina","Jun-2024","Feature",10261,1068582.5166666666,104.14019263879413,51568,48802
"Argentina","Mar-2024","Feature",7604,692124.0166666667,91.02104374890409,37459,34865
"Argentina","May-2024","Feature",9819,994106.15,101.24311538853244,51557,48529
"Argentina","Nov-2024","Feature",5100,442225.55,86.71089215686274,20233,19175
"Argentina","Oct-2024","Feature",9439,888026.5,94.08056997563301,40727,38612
"Argentina","Sep-2024","Feature",10063,934435.5333333333,92.85854450296466,44516,42140
"Armenia","Jan-2024","Feature",1,0.38333333333333336,0.38333333333333336,1,1
"Aruba","Apr-2024","Feature",1,0,0,1,1
"Aruba","Aug-2024","Feature",1,0.9166666666666666,0.9166666666666666,1,1
"Aruba","Feb-2024","Feature",9,272.35,30.261111111111113,12,11
"Aruba","Jan-2024","Feature",3,79.36666666666666,26.455555555555552,3,3
"Aruba","Mar-2024","Feature",4,4.066666666666666,1.0166666666666666,4,4
"Aruba","May-2024","Feature",1,0.5833333333333334,0.5833333333333334,1,1
"Australia","Apr-2024","Feature",9,13.683333333333334,1.5203703703703704,13,11
"Australia","Aug-2024","Feature",9,28.833333333333332,3.2037037037037037,27,23
"Australia","Dec-2024","Feature",1,0,0,2,2
"Australia","Feb-2024","Feature",2,4.333333333333333,2.1666666666666665,2,2
"Australia","Jan-2024","Feature",8,341.9,42.7375,11,10
"Australia","Jul-2024","Feature",6,81.35,13.558333333333332,9,9
"Australia","Jun-2024","Feature",1,0.06666666666666667,0.06666666666666667,1,1
"Australia","Mar-2024","Feature",9,31.383333333333333,3.487037037037037,9,9
"Australia","May-2024","Feature",3,15.316666666666666,5.105555555555555,4,4
"Australia","Nov-2024","Feature",3,2.566666666666667,0.8555555555555556,18,18
"Australia","Oct-2024","Feature",18,165.45,9.191666666666666,41,32
"Australia","Sep-2024","Feature",5,7.316666666666666,1.4633333333333334,8,8
"Austria","Apr-2024","Feature",3,2.35,0.7833333333333333,3,3
"Austria","Feb-2024","Feature",105,339.85,3.236666666666667,191,165
"Austria","Jan-2024","Feature",12,17.5,1.4583333333333333,18,16
"Austria","Jul-2024","Feature",1,1.7666666666666666,1.7666666666666666,3,3
"Austria","Jun-2024","Feature",1,3.5833333333333335,3.5833333333333335,5,3
"Austria","Mar-2024","Feature",13,23.966666666666665,1.8435897435897435,20,18
"Austria","May-2024","Feature",2,0.8166666666666667,0.4083333333333333,2,2
"Austria","Oct-2024","Feature",1,203.06666666666666,203.06666666666666,2,2
"Azerbaijan","Apr-2024","Feature",1,0.43333333333333335,0.43333333333333335,1,1
"Azerbaijan","Aug-2024","Feature",1,0,0,1,1
"Azerbaijan","Feb-2024","Feature",4,1.6833333333333333,0.42083333333333334,5,5
"Azerbaijan","May-2024","Feature",1,0,0,1,1
"Bahamas","Apr-2024","Feature",1,11.616666666666667,11.616666666666667,2,2
"Bahamas","Dec-2024","Feature",1,100.71666666666667,100.71666666666667,2,2
"Bahamas","Feb-2024","Feature",2,0.65,0.325,4,4
"Bahamas","Jan-2024","Feature",1,0.03333333333333333,0.03333333333333333,1,1
"Bahamas","Jul-2024","Feature",1,0.65,0.65,2,2
"Bahamas","Jun-2024","Feature",2,2.3833333333333333,1.1916666666666667,2,2
"Bahamas","Mar-2024","Feature",1,3.3666666666666667,3.3666666666666667,1,1
"Bahamas","May-2024","Feature",2,89.96666666666667,44.983333333333334,2,2
"Bahrain","Apr-2024","Feature",2,0,0,3,2
"Bahrain","Feb-2024","Feature",2,4.516666666666667,2.2583333333333333,3,3
"Bahrain","Mar-2024","Feature",3,499.46666666666664,166.48888888888888,6,6
"Bangladesh","Apr-2024","Feature",18,13.55,0.7527777777777778,27,24
"Bangladesh","Feb-2024","Feature",16,73.06666666666666,4.566666666666666,26,24
"Bangladesh","Jan-2024","Feature",8,235.55,29.44375,12,12
"Bangladesh","Jul-2024","Feature",3,0.15,0.049999999999999996,3,3
